date,open,high,low,close,volume,split_ratio,dividend,daily_return,rolling_volatility_ann,var_95_threshold,avg_volume_20d,ema_200,qlib_momentum_5d,qlib_mean_reversion_20d,qlib_vol_normalized_return,rsi_14d
2021-03-01,42.650001525878906,43.29999923706055,42.26250076293945,42.8125,5652,0.0,0.0,0.014213762568732413,0.39349672540630315,-0.033345207646809566,24110.6,44.732814866134376,0.016320474777448135,1.0331240956104586,0.03612167850403145,33.4975365761848
2021-03-02,42.8125,42.875,42.03749847412109,42.32500076293945,17708,0.0,0.0,-0.011386843493385035,0.36748595085536945,-0.03327597791283754,24520.6,44.70885651684886,-0.003824618465173235,1.0435321797761112,-0.03098579185686641,34.58799983192506
2021-03-03,42.13750076293945,43.6875,42.0,42.48749923706055,30784,0.0,0.0,0.00383930233176466,0.3592817057941429,-0.03281564611483807,25638.6,44.68675345933853,-0.02635351488450921,1.037805259959222,0.010686049868355836,31.156302619663464
2021-03-04,42.712501525878906,42.962501525878906,42.01250076293945,42.5625,12116,0.0,0.0,0.001765243054691945,0.35776296502189625,-0.0323553143168386,23134.4,44.66561660899686,0.010385756676557945,1.033715130193993,0.0049341133038820085,36.71198358789717
2021-03-05,43.23749923706055,43.23749923706055,42.0,42.17499923706055,12124,0.0,0.0,-0.009104276368621544,0.3553696588752223,-0.031894982518839134,23342.0,44.640834346589536,-0.0008884166411072814,1.0412418709862576,-0.02561917115053014,38.02815691133899
2021-03-08,42.5,42.54999923706055,42.48749923706055,42.5,5444,0.0,0.0,0.0077060051883501846,0.3540351197978614,-0.03143465072083966,21442.4,44.61953251229511,-0.007299270072992692,1.029764709472656,0.021766216230434468,31.3475258899622
2021-03-09,42.03749847412109,42.51250076293945,42.01250076293945,42.16249847412109,3500,0.0,0.0,-0.007941212373621442,0.3249877938873483,-0.030974318922840194,19150.4,44.59508441241278,-0.003839392460464053,1.0322710145606764,-0.02443541658681485,33.947762352164034
2021-03-10,42.5,42.54999923706055,42.0625,42.38750076293945,35572,0.0,0.0,0.005336550179929844,0.2986304034529165,-0.03051398712484072,19989.2,44.57311840595036,-0.0023535975502617656,1.0223975080521497,0.017870082682557145,39.63516520238914
2021-03-12,43.375,43.375,40.875,41.337501525878906,44040,0.0,0.0,-0.02477143540339588,0.3028122438537675,-0.03029938803453296,20996.0,44.54092321311383,-0.028781168261288514,1.0416540332941504,-0.0818046003361488,36.377486247329934
2021-03-15,41.22499847412109,41.22499847412109,39.66249847412109,40.0,24872,0.0,0.0,-0.03235564503194699,0.30603974177919874,-0.03290784476048132,20173.8,44.49573989756046,-0.051570818646258676,1.0699218797683716,-0.10572366773872863,36.88272529603824
2021-03-16,40.5625,40.5625,39.63750076293945,39.837501525878906,102300,0.0,0.0,-0.004062461853027388,0.28922617650462923,-0.03286182811643679,24799.8,44.44938926699647,-0.06264702292049629,1.068418540285021,-0.014045968320238411,33.22787333694126
2021-03-17,40.5625,40.962501525878906,37.51250076293945,38.275001525878906,48072,0.0,0.0,-0.03922183721750172,0.3097913461064544,-0.0339682752525578,25713.2,44.387952573055,-0.09220271779264422,1.102220736763275,-0.12660726790589927,17.744379994969663
2021-03-18,39.22499847412109,39.23749923706055,36.462501525878906,37.837501525878906,27668,0.0,0.0,-0.011430437166780827,0.2815420832699403,-0.033899045518585774,26946.6,44.32277395567017,-0.10734294674525224,1.1057977851114955,-0.04059938971833038,20.37998809448706
2021-03-19,39.01250076293945,42.17499923706055,37.01250076293945,37.72499847412109,172532,0.0,0.0,-0.002973321366921522,0.2779995389917806,-0.03382981578461375,33066.6,44.25712444839108,-0.08739045463345796,1.1008449820221327,-0.010695417951952979,19.104989488956377
2021-03-22,37.75,38.79999923706055,37.25,37.41249847412109,15556,0.0,0.0,-0.008283631879120401,0.2754048708752262,-0.03376058605064172,33027.4,44.189018717303824,-0.06468753814697281,1.1018042588388313,-0.030078014059864645,11.290345288944692
2021-03-23,39.61249923706055,39.61249923706055,36.400001525878906,36.6875,42228,0.0,0.0,-0.019378509954970813,0.2784656363924384,-0.033691356316669696,34106.0,44.11437674001722,-0.07907126213305893,1.116166954755377,-0.06959030747965551,10.918567631444702
2021-03-24,37.3125,38.0,36.4375,36.63750076293945,13548,0.0,0.0,-0.00136284121459751,0.2635266706466036,-0.03362212658269767,34582.6,44.039979964125905,-0.042782513328766036,1.1097065679220175,-0.0051715492763524645,8.802862888579611
