date,open,high,low,close,volume,dividend,daily_return,rolling_volatility_ann,var_95_threshold,qlib_momentum_5d,qlib_mean_reversion_20d,qlib_vol_normalized_return,target_forward_return_5d
2025-02-25,575.4000244140625,593.9500122070312,565.6500244140625,579.0499877929688,1266719,0.0,0.006343349363989059,0.2683241986197925,-0.03582207855741519,0.0006045015602675896,1.0452638225052717,0.023640615196884446,0.01873765106609948
2025-02-27,583.0499877929688,596.5999755859375,572.8499755859375,580.75,1468847,0.0,0.0029358643344605806,0.2633280216627797,-0.03582207855741519,0.003271673549827714,1.0369737471581737,0.011149076366546025,0.026086998560589825
2025-02-28,579.8499755859375,579.8499755859375,555.0,557.1500244140625,900373,0.0,-0.040637065150129104,0.26745196809581356,-0.03582207855741519,0.054832606038377696,1.073184923095597,-0.15194153896132728,0.08983215579251702
2025-03-03,559.4000244140625,564.1500244140625,532.5999755859375,551.7999877929688,1089227,0.0,-0.009602506302894276,0.26557195959636526,-0.03582207855741519,0.05427693524753807,1.0760737923683046,-0.03615783065317033,0.09777095578203032
2025-03-04,549.9500122070312,558.0,537.2000122070312,547.1500244140625,621261,0.0,-0.008426900111949354,0.264774165492786,-0.03582207855741519,0.05163117744580692,1.0785296200370662,-0.03182674479588343,0.09147397525307022
2025-03-05,545.0,600.0,544.3499755859375,589.9000244140625,2608015,0.0,0.07813213578082268,0.38987496917561415,-0.03582207855741519,-0.01839300927622589,0.9970587967497306,0.20040305214259227,0.017969105182638723
2025-03-06,589.25,602.5,583.2999877929688,595.9000244140625,1180803,0.0,0.010171215039293635,0.38817494900363364,-0.03582207855741519,-0.02542376874201213,0.9832522006558078,0.02620265631096112,0.014180149061385983
2025-03-07,596.75,609.5,591.25,607.2000122070312,828175,0.0,0.018962891978532515,0.3882588437581077,-0.03582207855741519,-0.08242751447097085,0.9626893916739081,0.04884084881769815,-0.00634063989409317
2025-03-10,607.9000244140625,625.7999877929688,599.5499877929688,605.75,1147590,0.0,-0.00238803059598236,0.387368719464883,-0.03582207855741519,-0.08906316501367106,0.9630375728693769,-0.006164747989031592,-0.003962070844510945
2025-03-11,600.0,608.2999877929688,592.7999877929688,597.2000122070312,676878,0.0,-0.014114713649143629,0.38909667905200124,-0.03582207855741519,-0.08380774743791852,0.9758749147250377,-0.0362755943350041,0.04253175294661715
