date,open,high,low,close,volume,split_ratio,dividend,daily_return,rolling_volatility_ann,var_95_threshold,avg_volume_20d,ema_200,qlib_momentum_5d,qlib_mean_reversion_20d,qlib_vol_normalized_return,rsi_14d
2021-03-01,339.29998779296875,351.70001220703125,336.0,349.76666259765625,154114,0.0,0.0,0.03839678981060235,0.42021876051539747,-0.023886067109893855,148400.75,309.7665969633188,0.09736454130663641,0.9645763943142199,0.0913733333794413,59.01216735889136
2021-03-02,353.3333435058594,396.0,353.3333435058594,390.4333190917969,942243,0.0,0.0,0.11626796045145182,0.5757673800947601,-0.02365031660198924,176183.45,310.569250914846,0.23294736305469277,0.8686843950535416,0.20193564701939157,71.26615887727972
2021-03-03,397.26666259765625,416.0,394.0,413.5666809082031,697821,0.0,0.0,0.059250480646010795,0.6022000208943726,-0.02360230515802748,199586.25,311.59410096453115,0.2399560993373726,0.8268195081477651,0.0983900325578088,75.41456821704548
2021-03-04,406.73333740234375,437.0,403.73333740234375,426.9666748046875,553185,0.0,0.0,0.032401048041533764,0.608114579032345,-0.02355429371406572,217404.55,312.74208677388594,0.23163467500054802,0.8091654156103806,0.05328115560110396,78.11924623278043
2021-03-05,425.0666809082031,429.76666259765625,392.5333251953125,404.3999938964844,291220,0.0,0.0,-0.05285349475699963,0.6436565125527542,-0.02765807523636768,221420.05,313.6541057502302,0.20059371108386026,0.8632377317107902,-0.08211443977508631,67.6192240882772
2021-03-08,407.3333435058594,440.0,407.3333435058594,428.6333312988281,286507,0.0,0.0,0.05992417845720066,0.6094377759896885,-0.027422324728463066,223311.55,314.7981776462361,0.22548366421042765,0.8255579793523272,0.0983269824004883,73.43750427432354
2021-03-09,432.6666564941406,445.9666748046875,417.4666748046875,423.0333251953125,233517,0.0,0.0,-0.01306479383333703,0.6152346148237432,-0.02718657422055845,229616.95,315.8751442885155,0.08349698785786996,0.8470727435579798,-0.021235465798239043,72.46352456011155
2021-03-10,424.1000061035156,438.6666564941406,416.1333312988281,429.6333312988281,267160,0.0,0.0,0.015601622166453222,0.6138900364871814,-0.026950823712653837,236494.0,317.0070665473246,0.03884899614094217,0.8450073713127898,0.025414359225612557,73.16639770244767
2021-03-12,432.6666564941406,449.0,430.0,437.6000061035156,367243,0.0,0.0,0.018542962624904735,0.6137138070293998,-0.026715073204749223,248323.3,318.20699629415236,0.024904358879278554,0.8411258252420954,0.030214347649299277,77.00258270451198
2021-03-15,446.6666564941406,465.9333190917969,438.73333740234375,454.23333740234375,322401,0.0,0.0,0.038010354357475684,0.6184479087834285,-0.02647932269684461,259546.3,319.56049222557715,0.12322785424822569,0.8233983915151504,0.061460881673346464,81.41907138826542
2021-03-16,456.0,459.0,433.73333740234375,436.3333435058594,162075,0.0,0.0,-0.03940704572423137,0.6436960103296846,-0.03443827219036394,259934.35,320.7224111437889,0.017964100420513107,0.8680901239780663,-0.06121996172051536,75.8496578179807
2021-03-17,438.0666809082031,439.8333435058594,400.7999877929688,402.7999877929688,229554,0.0,0.0,-0.07685260870383215,0.7151758546055178,-0.0461302702406155,267441.85,321.5391034487559,-0.047829180816906236,0.9486966501123194,-0.10745973474122074,63.95754724627186
2021-03-18,410.6666564941406,415.3333435058594,380.6000061035156,389.3999938964844,288450,0.0,0.0,-0.03326711594482912,0.72517110860884,-0.045457947788977084,278561.8,322.2143361895293,-0.09364575434758293,0.9886235341628775,-0.045874849523307504,58.60171760028211
2021-03-19,382.0,406.26666259765625,375.3333435058594,403.3666687011719,232951,0.0,0.0,0.03586716749769736,0.7285905330281913,-0.04478562533733867,288524.35,323.02182208516757,-0.07822974617200018,0.9629865219032407,0.0492281540584168,63.17317405265922
2021-03-22,405.3333435058594,409.23333740234375,392.6666564941406,399.1000061035156,118752,0.0,0.0,-0.010577628070744582,0.7318976820736114,-0.044113302885700256,290570.5,323.77881894107156,-0.12137667308639877,0.9824229343228237,-0.014452331501109209,60.11481627503632
2021-03-23,398.3333435058594,410.0,395.76666259765625,398.8999938964844,100011,0.0,0.0,-0.0005011581156914025,0.7230221454757565,-0.043440980434061846,288874.9,324.52629331873743,-0.08579071521008419,0.9929639959131386,-0.0006931435114344938,52.08128591493973
2021-03-24,396.6000061035156,398.6666564941406,385.3333435058594,389.3666687011719,86931,0.0,0.0,-0.023899035701129723,0.7237355226490062,-0.042768657982423436,289199.75,325.17147118323925,-0.033349849798658404,1.0266115840190513,-0.03302178022634155,43.624866674535106
2021-03-25,388.4666748046875,402.6666564941406,375.9333190917969,394.5333251953125,151170,0.0,0.0,0.013269385670261036,0.7211062848321946,-0.04209633553078502,290956.55,325.86163888485197,0.013182669181532436,1.0208981264640626,0.01840142814638568,41.06847574930484
2021-03-26,395.5666809082031,406.6000061035156,392.0333251953125,400.3333435058594,98557,0.0,0.0,0.014700959184311246,0.7051590644204415,-0.04142401307914661,283946.6,326.60265087113066,-0.007520019452969984,1.0128101329740544,0.020847720347914007,48.766186492028424
2021-03-30,406.6666564941406,432.26666259765625,404.5666809082031,416.6000061035156,293221,0.0,0.0,0.04063279479846327,0.7058393483434974,-0.04075169062750819,293854.15,327.4981469430947,0.043848658813252284,0.9828372395612999,0.057566632291266025,46.16365923404401
2021-03-31,414.0,419.76666259765625,411.3333435058594,413.5333251953125,35734,0.0,0.0,-0.007361211865755779,0.6952306285657626,-0.04007936817586978,287935.15,328.3542183684899,0.03668421038538683,0.9978357437940293,-0.010588158026150445,46.92158226665162
2021-04-01,414.0,428.0,414.0,424.6000061035156,92862,0.0,0.0,0.026761279524392112,0.6905464981105576,-0.04007936817586978,245466.1,329.3118878981917,0.09048883798881202,0.9758517699584132,0.03875376851533885,48.414867670093464
2021-04-05,423.2000122070313,423.3333435058594,404.8333435058594,419.3333435058594,78940,0.0,0.0,-0.012403821295217443,0.5757488699586314,-0.04007936817586978,214522.05,330.2076237748849,0.06285912171872865,0.9887956849407036,-0.021543804472721997,44.14780302782348
2021-04-06,414.0,429.3333435058594,414.0,424.7000122070313,81571,0.0,0.0,0.012798096751151622,0.5410615444711357,-0.04007936817586978,190941.35,331.14784654535407,0.06086594858121108,0.9760340371226529,0.023653679780780593,39.802031993161265
2021-04-07,426.6333312988281,442.4333190917969,423.9333190917969,438.0666809082031,120627,0.0,0.0,0.03147320065217207,0.540410030127304,-0.04007936817586978,182411.7,332.2117155439894,0.05152826329856919,0.950095088191084,0.05823948171791543,50.617871871432314
2021-04-08,447.3333435058594,484.0333251953125,441.3333435058594,468.0,283743,0.0,0.0,0.06833050856490352,0.5490226976910592,-0.04007936817586978,182273.5,333.5628427525069,0.1317104849505486,0.8935327676626352,0.12445843788915524,73.85365937591295
2021-04-09,463.5666809082031,473.1333312988281,445.8666687011719,456.8999938964844,86569,0.0,0.0,-0.023717961759648798,0.5243924926975819,-0.04007936817586978,174926.1,334.7900780872729,0.07607156695399131,0.9189465404026624,-0.04522940667084058,75.1178306016804
2021-04-12,450.73333740234375,450.73333740234375,414.2000122070313,420.1333312988281,190653,0.0,0.0,-0.08046982510134626,0.5981320630891901,-0.053561625265899436,171100.75,335.6392646863929,0.001907760986236795,0.9982346970773219,-0.13453521173967717,55.3340382626602
2021-04-13,425.6000061035156,464.26666259765625,422.5666809082031,430.0333251953125,69666,0.0,0.0,0.023563933539571424,0.6013162718802684,-0.053561625265899436,156221.9,336.5785090695662,0.012557835731074496,0.9743741010431093,0.039187253446537104,59.50040400677023
2021-04-15,430.0333251953125,439.9666748046875,414.6666564941406,434.5333251953125,79288,0.0,0.0,0.010464305290656783,0.598948759252766,-0.053561625265899436,144066.25,337.55318385688713,-0.008065794242934077,0.9620167425766856,0.01747111911376293,60.6622770279552
2021-04-16,434.0,442.1333312988281,429.6666564941406,433.3999938964844,47319,0.0,0.0,-0.002608157379687115,0.5830887543681442,-0.053561625265899436,138328.45,338.5068834592712,-0.07393163697332394,0.9641939835023406,-0.004473002292392663,63.873132208403455
2021-04-19,420.0,427.76666259765625,413.3333435058594,421.5666809082031,53715,0.0,0.0,-0.02730344521210948,0.5746417614138456,-0.053561625265899436,129536.5,339.33334910552924,-0.07733270619453414,0.9934845901920364,-0.047513853970156436,58.173761908107096
2021-04-20,428.5333251953125,438.0333251953125,420.6666564941406,423.1000061035156,32026,0.0,0.0,0.0036372067925509732,0.5040942725866012,-0.053561625265899436,116715.3,340.1668481801361,0.007061269800984649,0.9938666881705834,0.007215330382022566,57.066004310387605
2021-04-22,423.0666809082031,429.9333190917969,418.6333312988281,422.23333740234375,48765,0.0,0.0,-0.0020483778980608935,0.4872471934495614,-0.053561625265899436,107506.0,340.98343016244667,-0.01813810078422684,0.998140833357546,-0.00420398082032899,51.93319555983958
2021-04-23,421.6666564941406,430.0,405.3333435058594,415.6000061035156,65686,0.0,0.0,-0.015710107921931504,0.4778306665734126,-0.053561625265899436,104852.7,341.7258836543976,-0.04357161578639979,1.0160570959205797,-0.032877981034183025,50.69227821967471
2021-04-26,416.0,429.76666259765625,416.0,421.73333740234375,51675,0.0,0.0,0.014757774804508683,0.47758223444090286,-0.053561625265899436,102435.9,342.52197772154136,-0.026918912456023625,1.0039875079580398,0.0309010122890673,49.006927304181154
2021-04-27,423.23333740234375,435.8999938964844,419.1333312988281,427.5,50742,0.0,0.0,0.013673717693687415,0.4787713826812786,-0.053561625265899436,100626.45,343.36753018202353,0.014074449809492462,0.9949044889037372,0.028560014033232144,52.81932999340068
2021-04-28,433.26666259765625,438.6333312988281,424.8666687011719,426.0333251953125,56566,0.0,0.0,-0.0034308182565789824,0.46903431948945873,-0.053561625265899436,95896.25,344.1900754060364,0.006932921412152293,1.0020264701373758,-0.007314642107995398,50.47302977899879
2021-04-29,430.6000061035156,449.3333435058594,423.3333435058594,439.9666748046875,96601,0.0,0.0,0.03270483501023613,0.47824248326947916,-0.053561625265899436,95798.45,345.14307639507774,0.04199890399806527,0.9747973201872147,0.06838546442548692,50.67137602981624
