date,open,high,low,close,volume,dividend,daily_return,rolling_volatility_ann,var_95_threshold,avg_volume_20d,ema_200,qlib_momentum_5d,qlib_mean_reversion_20d,qlib_vol_normalized_return,rsi_14d
2025-02-25,401.3500061035156,404.70001220703125,398.1000061035156,398.95001220703125,2001189,0.0,-0.005979802815464175,0.24999441254378682,-0.028780689843441398,1534714.0,497.1589230052041,-0.031909715364530244,1.046722613390833,-0.0239197449071761,35.946842143187794
2025-02-27,398.95001220703125,400.20001220703125,389.0,389.95001220703125,1377674,0.0,-0.02255921725684651,0.2588296229643537,-0.028780689843441398,1462485.15,496.09216767387903,-0.05672467836398909,1.06538655623835,-0.08715855676368166,33.58162891815549
2025-02-28,388.8999938964844,389.6499938964844,373.3500061035156,374.29998779296875,1471211,0.0,-0.04013341178138907,0.2713861767660298,-0.028780689843441398,1480103.3,494.88030518750185,-0.10540154576203542,1.1015162010595625,-0.1478830306716727,20.011557465793146
2025-03-03,378.1000061035156,388.8999938964844,370.8999938964844,387.29998779296875,1529627,0.0,0.03473149993045288,0.30211282599694816,-0.028780689843441398,1496833.9,493.8098542681533,-0.05224521331798626,1.059501710891285,0.11496201350016033,31.56248723831382
2025-03-04,386.8999938964844,386.8999938964844,377.79998779296875,378.70001220703125,1414972,0.0,-0.022204946700216777,0.2999653825381338,-0.028780689843441398,1511679.35,492.6644827053561,-0.056434517383917804,1.0788156520760896,-0.07402502839521369,30.467574285630363
2025-03-05,379.1499938964844,390.6499938964844,379.1499938964844,389.45001220703125,1515699,0.0,0.028386584772865264,0.3105664937509252,-0.028780689843441398,1534195.0,491.6374730486564,-0.023812507104449154,1.0448645213908274,0.09140259632001829,38.92840848409761
2025-03-06,399.0,407.70001220703125,393.5,400.8500061035156,2546433,0.0,0.029272033737732128,0.3226202591856333,-0.028780689843441398,1615081.05,490.73411516860523,0.027952285050057535,1.0127478967918897,0.09073215954974366,40.890307171038025
2025-03-07,400.8500061035156,413.5,397.6499938964844,411.70001220703125,2631376,0.0,0.027067496415888126,0.3380201478077051,-0.028780689843441398,1698297.9,489.947706183913,0.09991991887199592,0.9854869795870987,0.08007657469731862,49.332145540323936
2025-03-10,411.5,414.75,406.1499938964844,408.79998779296875,1423560,0.0,-0.0070440231432497,0.3375450891290403,-0.028780689843441398,1471806.1,489.14026619992353,0.055512524341965186,0.9903559523238972,-0.02086839110218228,46.65477173771382
2025-03-11,404.8999938964844,407.3500061035156,401.04998779296875,402.1000061035156,888015,0.0,-0.016389388183754683,0.3298463985566252,-0.028780689843441398,1379474.3,488.2741939601583,0.06179031724903106,1.004296182008928,-0.049687938866677384,45.63699726956544
2025-03-12,404.54998779296875,410.8999938964844,402.29998779296875,407.3500061035156,1005723,0.0,0.013056453420317693,0.3334897602149985,-0.028780689843441398,1353040.1,487.46897816058976,0.04596223734862481,0.9901006402061127,0.039150986286326836,47.44833886596869
2025-03-13,408.0,409.20001220703125,399.1000061035156,400.95001220703125,507073,0.0,-0.0157112895558863,0.33512691476471185,-0.028780689843441398,1308527.1,486.60809292722104,0.0002494850991465736,1.0044269629397344,-0.04688160930941907,42.726142362295725
2025-03-17,399.5,404.0,396.20001220703125,402.29998779296875,632742,0.0,0.003366942373954629,0.3336617477237447,-0.028780689843441398,1263147.45,485.7692063089698,-0.02283221796295576,0.9987696098013088,0.010090884843753324,47.153738831172554
2025-03-18,402.29998779296875,402.29998779296875,402.29998779296875,402.29998779296875,0,0.0,0.0,0.3255851783791197,-0.028780689843441398,1222293.7,484.93866682124843,-0.01590019616950633,0.9974148963107788,0.0,50.45562677518939
2025-03-19,412.1000061035156,428.6499938964844,410.0,425.04998779296875,1571421,0.0,0.05654984014493092,0.3776077773401209,-0.028780689843441398,1265209.8,484.3427595672357,0.05707530798580729,0.9450594333530681,0.14975814069744023,60.473507436046944
2025-03-20,425.04998779296875,428.54998779296875,420.54998779296875,427.0,1396944,0.0,0.004587724416030392,0.3771698818457111,-0.028780689843441398,1299734.5,483.7721848451737,0.04823859973501743,0.9424882911128238,0.012163548881327708,65.75924774832643
2025-03-21,426.6000061035156,428.70001220703125,422.6000061035156,425.8500061035156,1318195,0.0,-0.002693194136965782,0.37517752664486387,-0.028780689843441398,1329380.5,483.19584475819204,0.06210248943358865,0.9464952333887023,-0.007178452529568981,75.01214918641384
2025-03-24,428.70001220703125,435.29998779296875,422.8500061035156,432.95001220703125,1315906,0.0,0.01667255137197232,0.37868580695392506,-0.028780689843441398,1361976.9,482.69588622534474,0.07618698817817404,0.9326538640631015,0.04402739850698153,73.49461730120908
2025-03-25,440.5,440.6499938964844,424.6000061035156,432.20001220703125,2006204,0.0,-0.0017323016026186133,0.3772851290936889,-0.028780689843441398,1404672.75,482.19343971769985,0.07432270773383576,0.9369967406493142,-0.004591491747541219,79.95521113628745
2025-03-26,431.45001220703125,435.29998779296875,426.1499938964844,429.6000061035156,1499465,0.0,-0.006015747408795069,0.3674079971086123,-0.028780689843441398,1402671.45,481.67012197029504,0.010704666371530669,0.9459555329909861,-0.016373479326531683,74.7381372193529
2025-03-27,429.6000061035156,432.0,420.04998779296875,428.0,1946020,0.0,-0.0037244089403716263,0.3606706241900543,-0.028780689843441398,1399913.0,481.136090905914,0.0023419203747072626,0.9528855190098843,-0.010326343725586098,69.0259224812274
2025-03-28,430.04998779296875,433.04998779296875,422.75,426.04998779296875,1445919,0.0,-0.004556103287456148,0.3602420590481767,-0.028780689843441398,1403325.25,480.5879704769295,0.00046960593304423703,0.9614834236647942,-0.012647338217588466,61.48916942257392
2025-04-01,425.0,429.3500061035156,420.54998779296875,422.54998779296875,569201,0.0,-0.008214998475016388,0.35052527779816195,-0.028780689843441398,1358224.75,480.010478111915,-0.02402130527967128,0.9751568165170916,-0.023436250567310614,60.90404638508277
2025-04-02,422.0,429.0,417.75,428.25,394646,0.0,0.013489557145186737,0.3124960973974526,-0.028780689843441398,1301475.7,479.49544847896067,-0.00913931535277035,0.9669585558105753,0.04316712056841672,71.07170506107553
2025-04-03,422.1000061035156,427.29998779296875,420.04998779296875,423.25,1875908,0.0,-0.011675423234092208,0.3010231237252512,-0.028780689843441398,1324522.5,478.93579227518995,-0.014781205803766961,0.9836444203556465,-0.03878580057819928,62.86406877791448
2025-04-04,425.0,425.5,406.20001220703125,407.95001220703125,718028,0.0,-0.03614881935727998,0.319840830260295,-0.028780689843441398,1284638.95,478.2294661053576,-0.04684576587142231,1.0228030112272068,-0.11302127435589875,54.95049408594194
2025-04-07,375.0,406.70001220703125,375.0,397.45001220703125,1562496,0.0,-0.025738447569089273,0.32223575728346315,-0.028780689843441398,1235442.1,477.42569044467774,-0.06712821594970952,1.0493961213000174,-0.07987458309197493,46.96307232741275
2025-04-08,402.0,405.1499938964844,392.5,401.45001220703125,1170323,0.0,0.010064158704608195,0.307664159282262,-0.028780689843441398,1162389.45,476.6697135467907,-0.04993486260914426,1.0376634414096726,0.032711507251840494,49.49315721330018
2025-04-09,399.0,409.29998779296875,395.6499938964844,407.79998779296875,844827,0.0,0.015817599683277006,0.29761171751427634,-0.028780689843441398,1133452.8,475.98444264376764,-0.047752509531888476,1.0213830644648312,0.05314844215108506,37.21275242230609
2025-04-11,419.8999938964844,428.70001220703125,411.8999938964844,427.75,2909571,0.0,0.0489210711236201,0.3415100225903342,-0.028780689843441398,1234530.6,475.5044979408446,0.010632014176019,0.9767445959451253,0.14324929417902177,50.438852985154696
2025-04-15,428.6000061035156,439.75,428.6000061035156,439.1000061035156,2527163,0.0,0.02653420480073798,0.3441492947982844,-0.028780689843441398,1310602.6,475.14226419121945,0.0763573794935346,0.9551127193941743,0.07710085253925016,56.926291928190224
2025-04-16,439.3999938964844,449.0,436.6000061035156,448.20001220703125,1618991,0.0,0.02072422222050796,0.347581365551932,-0.028780689843441398,1366198.5,474.87418208192406,0.12768901356471551,0.9409917211709325,0.05962408712952332,57.808497708854674
2025-04-17,448.8999938964844,454.8999938964844,443.8500061035156,451.75,1323859,0.0,0.007920543722182982,0.3395695236629151,-0.028780689843441398,1400754.35,474.6440907179248,0.1252957684978937,0.9390702856134563,0.023325248401246654,59.731202215002284
2025-04-21,451.79998779296875,462.3500061035156,448.20001220703125,460.79998779296875,1435427,0.0,0.020033177184214157,0.34288742475127104,-0.028780689843441398,1472525.7,474.5063384500149,0.12996567333618203,0.9269748542567056,0.05842493819800113,64.5930698269285
2025-04-22,461.54998779296875,465.8500061035156,457.95001220703125,462.3999938964844,776057,0.0,0.00347223555968168,0.3422422107354592,-0.028780689843441398,1432757.5,474.3858773101788,0.08100524581293844,0.9278060283173297,0.01014554999152367,66.08980153204865
2025-04-23,465.54998779296875,467.0,457.04998779296875,460.1499938964844,778254,0.0,-0.004865917019245658,0.29241307947797673,-0.028780689843441398,1401823.0,474.244226728948,0.0479389376004844,0.935944816339091,-0.016640558149884525,65.90485622365408
2025-04-24,460.1499938964844,472.8999938964844,456.6499938964844,470.45001220703125,1488463,0.0,0.022384045305157585,0.29932188108981905,-0.028780689843441398,1410336.4,474.20647335062046,0.04964301515842506,0.9201934118359548,0.07478251999430503,71.00878255054295
2025-04-25,472.3999938964844,474.3500061035156,455.45001220703125,461.3999938964844,1520153,0.0,-0.019236939261815245,0.30983744861791807,-0.028780689843441398,1420548.75,474.07904569436045,0.021361358929683272,0.9413253286972718,-0.06208719677609298,64.12441073402846
2025-04-28,459.0,461.0,445.8999938964844,459.45001220703125,927869,0.0,-0.004226228251512754,0.30752150995849875,-0.028780689843441398,1366632.0,473.93348317209853,-0.0029296345957023906,0.9482859709212555,-0.013742869936657116,65.83552751040567
2025-04-29,461.70001220703125,464.29998779296875,453.0,455.95001220703125,883384,0.0,-0.007617803693566683,0.3093357574822275,-0.028780689843441398,1335827.95,473.7545431624959,-0.013948922522903473,0.9584548514547973,-0.024626326776144156,73.41463404606782
2025-04-30,454.79998779296875,475.29998779296875,454.29998779296875,471.8999938964844,4518564,0.0,0.034981864815063934,0.32683664183195676,-0.028780689843441398,1464455.15,473.73608993596844,0.02553515191970912,0.9307109696887822,0.10703164598886504,84.48355446093282
2025-05-02,475.0,479.8500061035156,469.45001220703125,476.5,2442258,0.0,0.00974784098964121,0.3258005139642219,-0.028780689843441398,1514272.1,473.7635915286454,0.012860001351868044,0.9270199402431876,0.029919660260312165,84.56932104834192
2025-05-05,485.0,491.75,481.6499938964844,487.79998779296875,2673499,0.0,0.02371455990129845,0.32969342014125913,-0.028780689843441398,1619487.0,473.9032571631163,0.05721715267817551,0.9122335232913941,0.07192912485741013,85.242290643754
2025-05-06,487.79998779296875,490.3500061035156,480.0,482.8500061035156,1576060,0.0,-0.010147564192957703,0.3308587350508362,-0.028780689843441398,1678557.7,473.9922795406327,0.05093044569545069,0.9272393003451074,-0.03067038228473767,77.96955480023469
2025-05-07,473.20001220703125,499.0,473.0,494.75,2421760,0.0,0.02464532203802694,0.3360116009929793,-0.028780689843441398,1705850.3,474.1988240228155,0.08509702106412265,0.9121627121395749,0.07334663812716248,78.09188171737534
2025-05-08,498.5,503.95001220703125,481.0,484.6000061035156,1547020,0.0,-0.020515399487588404,0.343549488854194,-0.028780689843441398,1747299.9,474.30231837187716,0.026912507673855002,0.9391766318481215,-0.059715993054891205,68.18182501534707
2025-05-09,478.95001220703125,482.0,460.1000061035156,466.6000061035156,2729954,0.0,-0.03714403585078585,0.3451267588226954,-0.028780689843441398,1805672.8,474.2256784488089,-0.020776482469012314,0.9828171779298396,-0.10762432591795898,56.481890652156814
2025-05-12,475.0,483.0,472.0,481.0,1521186,0.0,0.030861538165710467,0.3337232807771427,-0.028780689843441398,1823215.95,474.2930846333979,-0.013940114725576436,0.9616632029321238,0.09247642888167346,58.42369400047651
2025-05-13,483.3999938964844,484.0,467.6499938964844,472.3999938964844,1804302,0.0,-0.0178794305686395,0.34674057114447415,-0.028780689843441398,1871189.7,474.27424790964756,-0.021642356994794998,0.9860076353379347,-0.051564286215433755,53.94011140062705
2025-05-14,473.8999938964844,478.29998779296875,469.75,475.3500061035156,1258392,0.0,0.006244733795821578,0.34560707093016574,-0.028780689843441398,1788630.75,474.28495197127813,-0.03921171075590579,0.9848953301974946,0.018068882671658584,55.95611871419092
2025-05-15,474.0,490.8500061035156,474.0,480.45001220703125,3830238,0.0,0.01072894927533663,0.3116580891848572,-0.028780689843441398,1853784.5,474.346295854221,-0.00856375122619768,0.9787438642487708,0.03442538250537442,54.084968480589204
2025-05-16,487.0,509.79998779296875,483.5,494.25,4576424,0.0,0.028723045982611328,0.3135852566718218,-0.028780689843441398,2001656.15,474.54434266164174,0.05925845163909016,0.9560748627527108,0.09159564888828474,62.917822757788045
2025-05-19,495.0,498.29998779296875,487.6499938964844,488.54998779296875,1127526,0.0,-0.011532649887771917,0.3141962222225434,-0.028780689843441398,1991839.5,474.6837023146898,0.01569644031802242,0.9709958287957265,-0.03670524565553481,61.11534895184845
2025-05-20,490.95001220703125,491.95001220703125,484.5,489.3500061035156,2090317,0.0,0.0016375362409912775,0.3140376919012614,-0.028780689843441398,2024584.0,474.82963568572296,0.03588063595687818,0.9723255242384777,0.005214457471434897,63.026520472099996
2025-05-21,490.1000061035156,492.6499938964844,482.25,488.1000061035156,1273074,0.0,-0.002554408877917913,0.3092185340405616,-0.028780689843441398,2049434.85,474.9616791724672,0.026822341088228452,0.9774482603261297,-0.008260852808306476,57.13656918372196
2025-05-22,490.5,492.8999938964844,483.70001220703125,491.8500061035156,722099,0.0,0.007682851778544553,0.30965616059571743,-0.028780689843441398,2046627.1,475.1297222265075,0.02372774192286209,0.9732184537996386,0.024810911288363026,56.813141045770564
2025-05-23,495.0,497.70001220703125,491.0,494.70001220703125,903008,0.0,0.005794461864692568,0.3083891716680576,-0.028780689843441398,2017354.35,475.32445148004507,0.0009104951078022783,0.9700626452391777,0.018789445963540905,53.310951754536475
2025-05-26,494.3999938964844,500.54998779296875,488.04998779296875,495.1499938964844,1279138,0.0,0.0009096051715171694,0.30081629480533184,-0.028780689843441398,2005303.6,475.5217205588156,0.013509377276481382,0.9725891313291309,0.003023789458838692,56.16849856053955
2025-05-27,495.0,499.04998779296875,492.6499938964844,494.0,1116601,0.0,-0.0023225162287385803,0.2908802870173405,-0.028780689843441398,2014740.2,475.7055840358423,0.009502388553155106,0.9783502061357383,-0.007984439828181715,49.57841481962142
2025-05-28,495.0,497.0,492.29998779296875,493.8500061035156,903521,0.0,-0.0003036313694015913,0.2898975165820948,-0.028780689843441398,2015747.05,475.88612554895354,0.011780372727101751,0.9824845510362845,-0.0010473748188934869,55.858137057243816
2025-05-29,494.3999938964844,495.6499938964844,478.0,479.3500061035156,2039952,0.0,-0.029361141684304592,0.3096156806090114,-0.028780689843441398,1891816.45,475.9205920221333,-0.025414251997323833,1.012981111825356,-0.0948309228984858,58.4493026994857
2025-05-30,481.95001220703125,483.54998779296875,465.70001220703125,470.54998779296875,1058286,0.0,-0.018358231351824572,0.293994978701216,-0.028780689843441398,1822617.85,475.8671531740819,-0.04881751327702766,1.03129319756648,-0.06244402815478549,42.519680137912346
2025-06-02,467.75,474.8999938964844,464.29998779296875,471.5,899808,0.0,0.002018940031190075,0.29198734192955117,-0.028780689843441398,1733933.3,475.82369891364334,-0.04776329231143772,1.0274867489633732,0.006914477691750128,49.276532623584046
2025-06-03,471.5,472.0,463.1499938964844,465.5,1201526,0.0,-0.012725344644750836,0.28124951201290743,-0.028780689843441398,1715206.6,475.7209755413683,-0.05769230769230771,1.0388668138153698,-0.04524574674358675,42.45210604175276
