date,open,high,low,close,volume,split_ratio,daily_return,rolling_volatility_ann,var_95_threshold,avg_volume_20d,ema_200,qlib_momentum_5d,qlib_mean_reversion_20d,qlib_vol_normalized_return,rsi_14d
2025-02-25,140.89999389648438,141.0500030517578,137.02499389648438,137.47500610351562,90714,0.0,-0.010615263599293101,0.4571902094704582,-0.03815454169122666,186886.3,173.31015684984186,0.01871070183307877,1.066312002736648,-0.02321848357033591,28.853030097679053
2025-02-27,139.5,139.5,130.8000030517578,133.6750030517578,122026,0.0,-0.027641410314952042,0.45102242074978666,-0.03815454169122666,184106.3,172.91577721005996,-0.04466678480391484,1.0926968075543417,-0.06128611002561565,25.264324426066693
2025-02-28,135.4499969482422,135.4499969482422,128.14999389648438,130.9250030517578,163524,0.0,-0.020572283053812424,0.447729592738205,-0.03815454169122666,178140.8,172.49795856171866,-0.08460053390027789,1.1066354490361119,-0.045948007297255664,25.055182541414396
2025-03-03,130.5,130.9250030517578,120.2750015258789,124.5,367104,0.0,-0.04907391943476114,0.3798709776950313,-0.03815454169122666,182358.9,172.0203669342389,-0.11229946524064172,1.1516164634122428,-0.1291857525959807,23.069095602657313
2025-03-04,121.0,125.125,121.0,122.2249984741211,727346,0.0,-0.018273104625533332,0.3786773527802661,-0.03815454169122666,211955.5,171.52489063115314,-0.12036703016518258,1.1615770234905456,-0.048255075221215714,24.174639814722426
2025-03-05,123.0250015258789,126.2750015258789,122.0,123.0250015258789,221766,0.0,0.00654533083857789,0.3775267924444756,-0.03815454169122666,211555.8,171.04230466990663,-0.10511004863499473,1.1417597919967544,0.01733739378554596,21.412798892857424
2025-03-06,125.94999694824219,125.94999694824219,121.05000305175781,121.6500015258789,211146,0.0,-0.011176589985335328,0.3628386720246422,-0.03815454169122666,213906.3,170.550838966981,-0.08995699458651163,1.1408857240891122,-0.03080319309663976,19.356598185952038
2025-03-07,123.42500305175781,123.42500305175781,120.05000305175781,120.5999984741211,229208,0.0,-0.008631344336929136,0.3527490000032633,-0.03815454169122666,220056.2,170.05381567849483,-0.07886197698658826,1.1361836819142164,-0.024468798188403952,23.278683780687786
2025-03-10,121.5,122.5,112.05000305175781,113.0250015258789,240212,0.0,-0.06281092076354933,0.38890555428294576,-0.03815454169122666,226035.0,169.48636479140413,-0.09216866244273969,1.1944149423942751,-0.16150687090157353,20.461098633803815
2025-03-11,109.5,111.7750015258789,107.7750015258789,109.92500305175781,233510,0.0,-0.027427546403627323,0.39132088809349036,-0.03815454169122666,230075.6,168.89371442583553,-0.1006340403020547,1.2094154846339797,-0.07008965413616784,20.74810341862394
