date,open,high,low,close,volume,daily_return,rolling_volatility_ann,var_95_threshold,avg_volume_20d,ema_200,qlib_momentum_5d,qlib_mean_reversion_20d,qlib_vol_normalized_return,rsi_14d
2025-02-25,259.0,264.3999938964844,257.95001220703125,259.3999938964844,43650,-0.008599274039693516,0.4085971673338128,-0.03865991718974761,56836.5,343.3365059717341,0.008945887741607983,1.1106496114891038,-0.021045847883251877,19.334378178528695
2025-02-27,260.79998779296875,261.3500061035156,250.9499969482422,253.39999389648438,55164,-0.023130301238150186,0.3987464151322906,-0.03865991718974761,57684.95,342.4416153043187,-0.05588673748549022,1.1255426534950517,-0.058007545097053435,17.236174746084146
2025-02-28,250.0,255.25,250.0,252.5,75342,-0.003551672920923732,0.3992774296841965,-0.03865991718974761,58842.15,341.5466738585046,-0.07930720145852321,1.1163564428952661,-0.008895250690178947,19.076746422835527
2025-03-03,253.6999969482422,260.6000061035156,243.8000030517578,253.60000610351562,99830,0.00435645981590338,0.38215250615769303,-0.03865991718974761,61014.3,340.671582637062,-0.05882354939860723,1.1002562886847298,0.011399793620894836,22.572663686669415
2025-03-04,249.6999969482422,266.20001220703125,249.64999389648438,262.75,64946,0.03608041670452278,0.40987129709490255,-0.03865991718974761,61951.65,339.896243506345,0.004204112857540521,1.0547383490797455,0.08802864723626198,34.77157118322428
2025-03-05,261.1499938964844,273.25,260.3500061035156,267.3999938964844,96774,0.017697407788713093,0.4083786971449909,-0.03865991718974761,65162.55,339.1748877888339,0.03084040165086699,1.0277300194027432,0.043335775051635585,41.010864028993005
2025-03-06,267.3999938964844,283.0,267.3999938964844,281.54998779296875,123411,0.05291695669208618,0.4232076275384975,-0.03865991718974761,69434.35,338.60150569932284,0.11108916564529925,0.969703468414224,0.12503781122634522,54.19354621951903
2025-03-07,280.1499938964844,286.95001220703125,276.20001220703125,282.3500061035156,83312,0.0028414787612605075,0.4199066504210422,-0.03865991718974761,71479.75,338.0417892854342,0.11821784595451734,0.960536546244641,0.006766929484784415,58.603504549348216
2025-03-10,283.0,289.0,270.04998779296875,273.25,72649,-0.03222952331079232,0.42865441013071665,-0.03865991718974761,72198.45,337.39709486468365,0.07748420119699673,0.9861482136858131,-0.07518766119561776,56.01907430358313
2025-03-11,274.6499938964844,274.70001220703125,261.75,262.70001220703125,56884,-0.03860928743995884,0.4333980212374441,-0.03865991718974761,72328.45,336.6538403108762,-0.00019024849845383773,1.0190425845076656,-0.08908505497757123,53.16742440118514
2025-03-12,262.79998779296875,265.25,257.0,258.79998779296875,53945,-0.014845923992530818,0.4242970429061286,-0.03865991718974761,72083.0,335.8791751116931,-0.03216157928128016,1.0289992710213411,-0.03498945818936746,44.074072462948216
2025-03-13,260.1000061035156,263.95001220703125,255.10000610351562,257.25,47532,-0.005989133949297898,0.40881798642948725,-0.03865991718974761,70560.55,335.09679525983546,-0.08630789858473442,1.030495619704355,-0.014649878433937537,38.91786349193593
2025-03-17,259.79998779296875,262.3999938964844,248.0,249.39999389648438,84268,-0.030515086894132626,0.41593870880497424,-0.03865991718974761,71192.45,334.2440907686578,-0.1166991729936463,1.057919024161871,-0.0733643816132457,37.42946034927847
2025-03-18,249.39999389648438,249.39999389648438,249.39999389648438,249.39999389648438,0,0.0,0.41005094189568925,-0.03865991718974761,66186.45,333.399870899283,-0.08728273047947166,1.0540798111776812,0.0,41.487145213460515
2025-03-19,253.8000030517578,260.45001220703125,252.3000030517578,257.5,133576,0.03247797234059924,0.4239047190006976,-0.03865991718974761,68739.75,332.64464830327023,-0.019794487877424105,1.0198252379778519,0.07661620670560104,48.7789244306593
2025-03-20,260.3500061035156,298.95001220703125,259.04998779296875,288.29998779296875,1160473,0.11961160307949026,0.5907678707895282,-0.03865991718974761,124591.8,332.2034079001827,0.11398764061611555,0.9162851510540791,0.20246801996011707,67.00779319333134
2025-03-21,293.3999938964844,293.95001220703125,283.6000061035156,285.29998779296875,208317,-0.010405827703865,0.5848359297648622,-0.03865991718974761,131658.15,331.7367072025985,0.10903785342261907,0.9288819099105652,-0.017792729544030318,65.66379359357296
2025-03-24,292.3500061035156,294.0,284.04998779296875,285.6000061035156,155897,0.0010515889357995967,0.5680199007140911,-0.03865991718974761,136215.2,331.2776355498713,0.14514840855231292,0.929893179930504,0.0018513240750268462,65.39941881503087
2025-03-25,286.6000061035156,289.3500061035156,272.0,275.79998779296875,135376,-0.034313788869440254,0.5784669596957649,-0.03865991718974761,140522.1,330.72561915428025,0.10585402783707343,0.9640863249155124,-0.05931849295991268,56.241024170609144
2025-03-26,275.70001220703125,283.79998779296875,266.6000061035156,269.6499938964844,148316,-0.022298746079354115,0.580621654233907,-0.03865991718974761,144983.1,330.11790149002354,0.04718444231644425,0.9875579553889924,-0.038404950164537655,51.060819811915536
