date,open,high,low,close,volume,daily_return,rolling_volatility_ann,var_95_threshold,qlib_momentum_5d,qlib_mean_reversion_20d,qlib_vol_normalized_return,target_forward_return_5d
2025-02-25,1398.949951171875,1417.4000244140625,1380.0,1398.300048828125,119862,0.003768708815893973,0.287697200355318,-0.03472400616683198,-0.04044199875092469,1.034153937441826,0.013099566767572969,-0.06261177556383424
2025-02-27,1393.8499755859375,1402.9000244140625,1351.0,1359.0999755859375,108429,-0.028034092736419436,0.27800296335631414,-0.03472400616683198,0.030976364021923608,1.0582150151247374,-0.1008409816555752,-0.0009932864470514335
2025-02-28,1351.0,1365.199951171875,1285.050048828125,1293.3499755859375,216614,-0.048377603694425564,0.31251260282535304,-0.03472400616683198,0.0806046329051584,1.103581803627952,-0.1548020838488886,0.028375980156152947
2025-03-03,1305.0,1312.3499755859375,1241.0999755859375,1262.800048828125,233060,-0.023620773444536725,0.31701726811134967,-0.03472400616683198,0.09368064791222852,1.1201100295431798,-0.07450941975547505,0.015323071616836215
2025-03-04,1259.699951171875,1329.550048828125,1239.0,1279.1500244140625,295319,0.012947398601314886,0.32214158148630223,-0.03472400616683198,0.08904352283950145,1.0972305647299017,0.040191639153385826,-0.014228255399928114
2025-03-05,1281.699951171875,1323.5999755859375,1279.1500244140625,1310.75,236009,0.02470388537920898,0.3403682187165895,-0.03472400616683198,0.06679385758392131,1.0640492103310366,0.07257988053808301,-0.044897940557648286
2025-03-06,1321.699951171875,1375.0,1320.0,1357.75,224925,0.03585733358764065,0.3700235280830384,-0.03472400616683198,0.0009942740459860655,1.0217031890133033,0.09690554761301096,-0.09843492867911063
2025-03-07,1361.0999755859375,1365.5,1325.9000244140625,1330.050048828125,294168,-0.020401363411434392,0.36827806891186365,-0.03472400616683198,-0.02759300168781098,1.0357298290988155,-0.05539662711316806,-0.0742077888942223
2025-03-10,1329.050048828125,1342.0,1275.0,1282.1500244140625,241498,-0.036013700729732756,0.37777847073453286,-0.03472400616683198,-0.015091818599606066,1.064898790131513,-0.09533020689719962,-0.03962098651547463
2025-03-11,1264.75,1275.25,1226.0,1260.949951171875,255160,-0.01653478363569494,0.3770217560017933,-0.03472400616683198,0.014433620640750267,1.0735338928460858,-0.04385631050175573,0.12328012947517752
2025-03-12,1264.0,1326.199951171875,1241.5999755859375,1251.9000244140625,484934,-0.007177070548598619,0.3745115904159277,-0.03472400616683198,0.04700852659019761,1.0736200833401184,-0.01916381372600437,0.12572890913372392
2025-03-13,1260.050048828125,1263.5,1221.0,1224.0999755859375,223786,-0.022206285075468735,0.36649437316670663,-0.03472400616683198,0.10918227847369133,1.0901417625174428,-0.06059106522614237,0.21060375293670308
2025-03-17,1224.0999755859375,1243.4000244140625,1216.0999755859375,1231.3499755859375,197189,0.005922718850255304,0.3668629597582129,-0.03472400616683198,0.0801559874926876,1.0761826673932626,0.016144226423721014,0.2174442727970911
2025-03-18,1231.3499755859375,1231.3499755859375,1231.3499755859375,1231.3499755859375,0,0.0,0.3667831759699229,-0.03472400616683198,0.04125557301769689,1.0700166715920414,0.0,0.17708210756601983
2025-03-19,1403.0,1428.300048828125,1382.5,1416.4000244140625,838555,0.15028225321567823,0.6495011548204914,-0.03472400616683198,-0.1097501204198964,0.9320866128669036,0.23138103725682016,0.008542767140196084
2025-03-20,1418.0,1479.1500244140625,1400.0999755859375,1409.300048828125,707693,-0.005012690951396004,0.6474093985821276,-0.03472400616683198,-0.11168666640219405,0.9391789951066203,-0.007742690923158115,0.020009898669431037
2025-03-21,1412.0,1564.199951171875,1410.0,1481.9000244140625,3420492,0.05151491738491498,0.6653398100409029,-0.03472400616683198,-0.17396588472967878,0.8958904011417063,0.07742647566434248,-0.05327624802044528
2025-03-24,1482.0,1521.5999755859375,1480.25,1499.0999755859375,425026,0.011606687960394435,0.6508124197973787,-0.03472400616683198,-0.17860716720734215,0.8889967507359355,0.017834152251837005,-0.08361682184468266
2025-03-25,1515.0,1520.0,1441.0,1449.4000244140625,416016,-0.03315319323679489,0.6631938796490422,-0.03472400616683198,-0.1504415931800983,0.9218366132605549,-0.04999019706641045,-0.024906840746419467
2025-03-26,1446.050048828125,1476.0,1425.050048828125,1428.5,271500,-0.014419776502012649,0.6639666636767194,-0.03472400616683198,-0.008470406430477806,0.9365645833561209,-0.021717620889257966,0.049492440442334695
2025-03-27,1425.0,1448.199951171875,1407.8499755859375,1437.5,285374,0.00630031501575079,0.6637373173340139,-0.03472400616683198,-0.019617357336956576,0.9320643512228262,0.00949218125347389,0.032730468750000075
