date,open,high,low,close,volume,split_ratio,daily_return,rolling_volatility_ann,var_95_threshold,avg_volume_20d,ema_200,qlib_momentum_5d,qlib_mean_reversion_20d,qlib_vol_normalized_return,rsi_14d
2021-05-31,210.625,216.91250610351562,205.125,213.1750030517578,3863304,0.0,-0.010099851358779666,0.37021741049829954,-0.0355241094490793,1939887.2,202.70141516785023,0.03489289346933844,1.0061261093534961,-0.027280864701573534,50.40621874651394
2021-06-01,214.125,219.74374389648438,211.25,211.93124389648438,2552280,0.0,-0.0058344512136419,0.3699386640879602,-0.0355241094490793,1890606.8,202.79325425967744,0.028418037292088583,1.0081777931887148,-0.015771401105942884,44.780418303485675
2021-06-02,212.75,215.78125,211.25,214.33749389648438,965744,0.0,0.011353918165909027,0.32134536154905086,-0.0355241094490793,1744381.6,202.90812231576507,-0.028305937466990394,0.9945952863928936,0.035332446554861736,48.228147257849216
2021-06-03,215.24374389648438,216.8625030517578,211.3874969482422,212.43124389648438,1463864,0.0,-0.008893684279618563,0.31713951637440096,-0.0355241094490793,1757950.8,203.00287974442895,-0.03790198840401149,1.0008753047537928,-0.02804344315353196,55.70064182133553
2021-06-04,212.43124389648438,213.7375030517578,208.90625,209.96249389648438,1374328,0.0,-0.0116214072596732,0.3187420156461505,-0.0355241094490793,1770762.0,203.0721296364892,-0.02501746948844552,1.0098976228519236,-0.03646022903981489,52.4307460010596
2021-06-07,211.25,211.75,206.2687530517578,207.3125,1603440,0.0,-0.012621272720216736,0.3196893370088463,-0.0355241094490793,1780674.8,203.11432237642464,-0.02750089348109186,1.020737103751743,-0.039479803873062706,47.73042658293674
2021-06-08,208.46249389648438,209.75,206.3874969482422,207.3125,1555768,0.0,0.0,0.30926981767087747,-0.0355241094490793,1760394.0,203.15609528810202,-0.02179359593973007,1.019394021182309,0.0,48.248686325609356
2021-06-09,208.75,218.5,205.24374389648438,210.99374389648438,5487784,0.0,0.017756979904657744,0.312994213769328,-0.0355241094490793,1946988.0,203.23408184141925,-0.015600397015068657,1.0005272863442227,0.056732612157546936,53.59832561071684
2021-06-10,216.875,218.875,214.0124969482422,215.02499389648438,2188400,0.0,0.01910601672615364,0.3171590551484896,-0.0355241094490793,1995786.4,203.35140434942986,0.012209832943707255,0.9816242483791018,0.06024111818216031,59.00014605060523
2021-06-11,217.5,218.375,213.96875,215.77499389648438,1212000,0.0,0.003487966614527993,0.31737982291551287,-0.0355241094490793,1952530.0,203.47502215586823,0.027683515718124774,0.9798343366784457,0.010989881059823032,61.77088561660364
2021-06-14,216.625,216.625,209.625,211.33749389648438,1647640,0.0,-0.020565404358805495,0.3051478161201169,-0.0355241094490793,1991734.4,203.5532557055261,0.019415104716234532,1.0011252930821142,-0.06739489060200689,55.72944631736754
2021-06-15,212.4812469482422,212.8874969482422,209.375,209.8937530517578,1082776,0.0,-0.006831446792085694,0.30612743262428344,-0.0355241094490793,1977471.6,203.61634523135928,0.012451024669317245,1.0082362873817836,-0.022315695494409073,33.73905809900968
2021-06-16,210.0,211.49374389648438,206.25,207.86874389648438,1357528,0.0,-0.009647781917426101,0.3079617709969337,-0.0355241094490793,2013181.6,203.6586576558879,-0.014810865679188878,1.0178914181620546,-0.03132785466493377,31.350264458130596
2021-06-17,207.0,211.875,206.5,207.8000030517578,1852952,0.0,-0.00033069351090508903,0.3078959240155893,-0.0355241094490793,2072192.4,203.69986507276224,-0.03360070247556779,1.0181349016450634,-0.0010740431242211386,37.11053262347542
2021-06-18,206.25,206.25,182.74374389648438,189.71875,9821760,0.0,-0.08701276605493702,0.43104416389596467,-0.0355241094490793,2531119.6,203.56074949989895,-0.1207565502654333,1.1105040267318502,-0.20186507862634542,24.049223763435563
2021-06-21,186.375,195.0,183.8125,192.25625610351562,1975648,0.0,0.013375093940454663,0.4352607840920708,-0.0355241094490793,2547842.8,203.4482669785419,-0.09028799121804187,1.092275891199366,0.030728919585680456,28.838404904413736
2021-06-22,193.9875030517578,194.72500610351562,188.25,188.75,1231472,0.0,-0.01823740966654297,0.43822199142813767,-0.0355241094490793,2560191.6,203.3020155658201,-0.10073550424601707,1.107976813916339,-0.041616828016640905,23.11531679219445
2021-06-23,190.43124389648438,191.60000610351562,187.52499389648438,188.0749969482422,844256,0.0,-0.0035761751086507143,0.437956777718637,-0.0355241094490793,2285184.8,203.15050294275963,-0.0952223339459789,1.1033115203433352,-0.008165588955201235,23.729272085077923
2021-06-24,186.8125,191.8625030517578,186.8125,189.3625030517578,828904,0.0,0.006845705832285276,0.34809707391594824,-0.0355241094490793,2236366.0,203.01330891399346,-0.08872714017914463,1.0875090501166755,0.01966608210351525,27.199790227701598
2021-06-25,189.9250030517578,191.3625030517578,189.625,190.22500610351562,650400,0.0,0.004554772132062901,0.3493446024770027,-0.0355241094490793,2178012.4,202.88606211985933,0.0026684558248228907,1.075974131971656,0.013038048876058568,30.308280986690903
2021-06-28,191.0,197.125,189.38125610351562,194.86874389648438,1635784,0.0,0.02441181571281814,0.35899914341139655,-0.0355241094490793,2066636.4,202.806287809179,0.013588571034911512,1.0456365078845546,0.0679996470210149,37.04618742251665
2021-06-29,194.75,196.24374389648438,191.625,192.5187530517578,549232,0.0,-0.012059352350394903,0.3594485500473707,-0.0355241094490793,1966484.0,202.7039242792544,0.01996690358547193,1.0533584136970473,-0.03354959148759877,30.21949450037752
