date,open,high,low,close,volume
2025-01-01,495.6000061035156,503.6000061035156,494.0,497.8999938964844,33799
2025-01-02,498.75,505.0,495.0,501.04998779296875,44165
2025-01-03,505.04998779296875,507.95001220703125,494.70001220703125,496.8999938964844,41362
2025-01-06,491.95001220703125,498.20001220703125,478.54998779296875,487.45001220703125,76577
2025-01-07,483.0,504.95001220703125,483.0,499.5,83300
2025-01-08,495.0,501.79998779296875,487.0,491.75,34934
2025-01-09,492.6499938964844,518.5999755859375,482.04998779296875,485.3500061035156,218745
2025-01-10,482.6499938964844,486.20001220703125,471.6000061035156,478.3999938964844,57327
2025-01-13,471.0,477.3500061035156,454.45001220703125,460.6499938964844,80013
2025-01-14,463.1000061035156,471.95001220703125,451.6499938964844,467.20001220703125,56529
2025-01-15,467.20001220703125,473.8500061035156,464.1499938964844,468.6499938964844,40219
2025-01-16,468.6499938964844,487.20001220703125,468.6499938964844,484.20001220703125,91093
2025-01-17,480.0,490.0,475.0,485.79998779296875,38476
2025-01-20,484.8500061035156,488.6499938964844,478.1499938964844,480.45001220703125,53068
2025-01-21,483.0,489.0,475.04998779296875,476.25,34629
2025-01-22,471.8999938964844,480.8999938964844,469.0,478.54998779296875,29605
2025-01-23,474.20001220703125,487.5,470.1000061035156,483.6000061035156,41235
2025-01-24,482.95001220703125,484.70001220703125,473.3999938964844,475.70001220703125,26077
2025-01-27,468.0,475.04998779296875,452.5,459.70001220703125,39249
2025-01-28,455.5,462.1000061035156,443.70001220703125,451.3999938964844,51859
2025-01-29,444.6499938964844,473.79998779296875,444.6499938964844,465.45001220703125,51291
2025-01-30,467.8999938964844,478.79998779296875,464.04998779296875,468.95001220703125,48306
2025-01-31,469.45001220703125,476.3999938964844,465.8500061035156,474.6000061035156,27560
2025-02-01,474.0,477.6499938964844,462.6499938964844,469.75,21293
2025-02-03,468.95001220703125,477.20001220703125,459.29998779296875,472.20001220703125,43039
2025-02-04,467.8999938964844,475.29998779296875,464.79998779296875,468.70001220703125,22335
2025-02-05,465.6499938964844,472.04998779296875,457.1499938964844,468.6000061035156,41765
2025-02-06,469.54998779296875,484.79998779296875,468.04998779296875,474.79998779296875,57377
2025-02-07,474.79998779296875,477.29998779296875,458.20001220703125,461.70001220703125,54373
2025-02-10,461.70001220703125,461.70001220703125,446.95001220703125,453.3500061035156,23841
2025-02-11,455.70001220703125,455.70001220703125,426.0,433.70001220703125,71427
2025-02-12,435.0,439.8500061035156,418.25,428.3500061035156,72689
2025-02-13,424.5,431.6499938964844,420.20001220703125,425.20001220703125,48969
2025-02-14,424.20001220703125,430.6499938964844,401.0,403.70001220703125,92755
2025-02-17,413.79998779296875,419.54998779296875,379.0,410.3999938964844,248958
2025-02-18,406.70001220703125,410.3500061035156,394.1000061035156,403.5,43298
2025-02-19,399.79998779296875,427.8999938964844,399.79998779296875,423.20001220703125,373520
2025-02-20,423.20001220703125,424.8999938964844,410.0,411.0,51314
2025-02-21,411.0,425.25,404.1499938964844,417.75,54940
2025-02-24,417.75,417.75,403.0,405.54998779296875,44724
2025-02-25,402.0,413.0,402.0,407.54998779296875,31420
2025-02-27,409.70001220703125,409.70001220703125,396.0,404.6499938964844,37788
2025-02-28,401.0,407.20001220703125,391.25,404.6000061035156,152597
2025-03-03,400.8999938964844,419.75,396.3500061035156,414.20001220703125,113795
2025-03-04,410.3999938964844,416.8500061035156,400.6000061035156,409.8500061035156,55110
2025-03-05,409.95001220703125,428.0,409.95001220703125,423.70001220703125,77288
2025-03-06,420.8999938964844,455.0,420.04998779296875,446.79998779296875,139363
2025-03-07,450.0,456.54998779296875,440.1499938964844,446.1499938964844,95832
2025-03-10,441.79998779296875,445.0,432.79998779296875,440.54998779296875,40202
2025-03-11,436.5,436.6000061035156,424.95001220703125,431.8500061035156,45243
2025-03-12,432.0,439.0,431.0,434.75,29053
2025-03-13,435.1000061035156,449.25,421.3500061035156,430.45001220703125,179768
2025-03-17,430.45001220703125,431.3999938964844,415.0,416.8999938964844,43115
2025-03-18,416.8999938964844,416.8999938964844,416.8999938964844,416.8999938964844,0
2025-03-19,421.1000061035156,430.95001220703125,419.79998779296875,429.95001220703125,47744
2025-03-20,432.20001220703125,439.0,426.75,435.54998779296875,67399
2025-03-21,437.79998779296875,469.0,434.8500061035156,463.3500061035156,84626
2025-03-24,470.0,488.79998779296875,464.3999938964844,480.5,156080
2025-03-25,488.79998779296875,491.8999938964844,452.20001220703125,458.1000061035156,151112
