date,open,high,low,close,volume,dividend
2025-01-01,454.1499938964844,476.70001220703125,454.1499938964844,474.20001220703125,40925,0.0
2025-01-02,477.75,478.25,464.45001220703125,470.75,32357,0.0
2025-01-03,472.95001220703125,472.95001220703125,455.1499938964844,456.5,82520,0.0
2025-01-06,460.0,460.1499938964844,444.0,445.8500061035156,47407,0.0
2025-01-07,449.0,449.29998779296875,435.3500061035156,440.1000061035156,70871,0.0
2025-01-08,438.8999938964844,452.20001220703125,438.8999938964844,448.95001220703125,66612,0.0
2025-01-09,451.79998779296875,455.95001220703125,432.6000061035156,435.75,126450,0.0
2025-01-10,436.0,436.75,414.25,428.5,98992,0.0
2025-01-13,425.0,425.0,404.0,406.5,111087,0.0
2025-01-14,410.0,421.6000061035156,407.0,412.25,101232,0.0
2025-01-15,414.8999938964844,419.20001220703125,407.70001220703125,409.25,67259,0.0
2025-01-16,413.5,419.3999938964844,403.20001220703125,404.70001220703125,108875,0.0
2025-01-17,404.75,407.3500061035156,397.75,399.3999938964844,99817,0.0
2025-01-20,399.3999938964844,401.6000061035156,395.0,399.3999938964844,45523,0.0
2025-01-21,402.54998779296875,407.0,395.5,404.0,68381,0.0
2025-01-22,403.20001220703125,407.6000061035156,393.1000061035156,402.6499938964844,59979,0.0
2025-01-23,399.6499938964844,404.20001220703125,397.5,399.45001220703125,28769,0.0
2025-01-24,401.95001220703125,401.95001220703125,392.04998779296875,393.25,43535,0.0
2025-01-27,387.1000061035156,394.0,372.20001220703125,391.3999938964844,98385,0.0
2025-01-28,392.0,396.0,385.0,389.5,80000,0.0
2025-01-29,391.5,399.0,387.54998779296875,388.8500061035156,48087,0.0
2025-01-30,395.95001220703125,396.0,388.0,391.8500061035156,74857,0.0
2025-01-31,394.29998779296875,408.8999938964844,391.1499938964844,406.75,48153,0.0
2025-02-01,408.95001220703125,410.6499938964844,398.75,401.6000061035156,25521,0.0
2025-02-03,395.0,408.0,395.0,402.54998779296875,35201,0.0
2025-02-04,407.0,424.8999938964844,403.54998779296875,414.5,186095,0.0
2025-02-05,414.5,421.6000061035156,413.0,414.3999938964844,46601,0.0
2025-02-06,417.3999938964844,424.8999938964844,412.3999938964844,424.6499938964844,68166,0.0
2025-02-07,424.6499938964844,424.75,418.29998779296875,420.8999938964844,22524,0.0
2025-02-10,423.8500061035156,423.8500061035156,414.8999938964844,420.1000061035156,38422,0.0
2025-02-11,415.3500061035156,418.0,397.54998779296875,401.6000061035156,62511,0.0
2025-02-12,396.5,414.0,388.25,404.5,84375,0.0
2025-02-13,399.0,426.1499938964844,399.0,418.20001220703125,94452,0.0
2025-02-14,420.0,420.0,392.45001220703125,403.5,32279,0.0
2025-02-17,404.45001220703125,422.0,386.0,419.54998779296875,107943,0.0
2025-02-18,424.6000061035156,424.6000061035156,414.6499938964844,419.25,46279,1.25
2025-02-19,419.0,425.0,403.1000061035156,419.8500061035156,78043,0.0
2025-02-20,420.0,425.29998779296875,419.95001220703125,424.1000061035156,52450,0.0
