date,open,high,low,close,volume,split_ratio,dividend
2025-01-01,305.3333435058594,310.6833190917969,303.3333435058594,307.2833251953125,32496,0.0,0.0
2025-01-02,304.6833190917969,308.5333251953125,301.3500061035156,302.8999938964844,142338,0.0,0.0
2025-01-03,304.5,310.0,301.3500061035156,304.8500061035156,60021,0.0,0.0
2025-01-06,306.8999938964844,351.6666564941406,302.6666564941406,339.29998779296875,2721426,0.0,0.0
2025-01-07,338.6166687011719,338.6166687011719,313.3333435058594,317.3333435058594,772071,0.0,0.0
2025-01-08,318.3333435058594,321.6666564941406,307.1166687011719,311.9333190917969,344463,0.0,0.0
2025-01-09,312.98333740234375,313.9166564941406,301.73333740234375,304.79998779296875,135123,0.0,0.0
2025-01-10,305.6499938964844,305.6666564941406,285.3333435058594,287.6499938964844,260265,0.0,0.0
2025-01-13,285.0333251953125,289.20001220703125,271.8333435058594,274.5666809082031,147393,0.0,0.0
2025-01-14,281.6833190917969,288.3333435058594,272.26666259765625,275.2166748046875,194019,0.0,0.0
2025-01-15,276.6666564941406,279.20001220703125,272.4166564941406,275.3500061035156,74349,0.0,0.0
2025-01-16,277.04998779296875,282.6666564941406,270.6666564941406,271.4666748046875,83892,0.0,0.0
2025-01-17,271.6833190917969,293.0,268.3833312988281,283.8666687011719,299943,0.0,0.0
2025-01-20,290.0,290.0,276.1666564941406,279.75,166932,0.0,0.0
2025-01-21,279.3666687011719,283.23333740234375,269.3999938964844,273.5,204621,0.0,0.0
2025-01-22,273.3500061035156,274.48333740234375,265.0666809082031,268.7833251953125,164751,0.0,0.0
2025-01-23,269.3166809082031,289.6333312988281,269.3166809082031,273.3666687011719,161718,0.0,0.0
2025-01-24,280.0,289.3166809082031,260.0,262.6166687011719,1669218,0.0,0.0
2025-01-27,262.3166809082031,280.8166809082031,245.85000610351562,263.3666687011719,397173,0.0,0.0
2025-01-28,264.3333435058594,268.25,251.64999389648438,254.10000610351562,190182,0.0,0.0
2025-01-29,255.0,264.79998779296875,252.0,262.25,218682,0.0,0.0
2025-01-30,262.25,262.8500061035156,256.7166748046875,259.04998779296875,225831,0.0,0.0
2025-01-31,260.1166687011719,271.3166809082031,257.4333190917969,266.0833435058594,74781,0.0,0.0
2025-02-01,269.0,269.0,260.8999938964844,264.7166748046875,56502,0.0,0.0
2025-02-03,261.3333435058594,263.3333435058594,257.1833190917969,261.6833190917969,45522,0.0,0.0
2025-02-04,266.6166687011719,273.2833251953125,257.3833312988281,259.3500061035156,151104,0.0,0.0
2025-02-05,266.3166809082031,266.3166809082031,259.3333435058594,262.5833435058594,125805,0.0,0.0
2025-02-06,263.9666748046875,274.98333740234375,263.1166687011719,272.0666809082031,170556,0.0,0.0
2025-02-07,273.3333435058594,273.3333435058594,258.2166748046875,261.2833251953125,126252,0.0,0.0
2025-02-10,261.29998779296875,264.9666748046875,253.18333435058594,259.2166748046875,95016,0.0,0.0
2025-02-11,260.0,260.0,247.68333435058594,249.63333129882812,99288,0.0,0.0
2025-02-12,249.63333129882812,254.64999389648438,241.86666870117188,249.85000610351562,83001,0.0,0.0
2025-02-13,254.98333740234375,254.98333740234375,242.0500030517578,243.23333740234375,74232,0.0,0.0
2025-02-14,246.31666564941406,246.31666564941406,238.3333282470703,241.13333129882812,95970,0.0,0.0
2025-02-17,241.13333129882812,242.3333282470703,230.9499969482422,239.9499969482422,78333,0.0,0.0
2025-02-18,238.1666717529297,240.0,231.0,232.4499969482422,87276,0.0,0.0
2025-02-19,234.76666259765625,242.31666564941406,232.96665954589844,239.38333129882812,53850,0.0,0.0
2025-02-20,239.63333129882812,242.0,236.64999389648438,240.11666870117188,43620,0.0,0.0
2025-02-21,241.36666870117188,245.10000610351562,236.6666717529297,241.9166717529297,68400,0.0,0.0
2025-02-24,243.1999969482422,243.93333435058594,235.0,238.5500030517578,51486,0.0,0.0
2025-02-25,237.35000610351562,246.6666717529297,236.38333129882812,241.9499969482422,41319,0.0,0.0
2025-02-27,240.03334045410156,245.0,236.1666717529297,241.71665954589844,97335,0.0,0.0
2025-02-28,243.8000030517578,243.98333740234375,225.0,229.18333435058594,157140,0.0,0.0
2025-03-03,230.39999389648438,233.71665954589844,219.3333282470703,221.03334045410156,110355,0.0,0.0
2025-03-04,222.1999969482422,228.64999389648438,219.3333282470703,225.35000610351562,72501,0.0,0.0
2025-03-05,226.53334045410156,235.6666717529297,226.0833282470703,231.78334045410156,83013,0.0,0.0
2025-03-06,233.0,238.3333282470703,229.39999389648438,233.3333282470703,104466,0.0,0.0
2025-03-07,230.0,235.01666259765625,228.0,230.18333435058594,62691,0.0,0.0
2025-03-10,230.18333435058594,235.0,230.0,230.8333282470703,69960,0.0,0.0
2025-03-11,229.0,233.13333129882812,228.3333282470703,230.46665954589844,111402,0.0,0.0
2025-03-12,230.46665954589844,231.31666564941406,222.01666259765625,225.14999389648438,114828,0.0,0.0
2025-03-13,226.96665954589844,234.5833282470703,223.9499969482422,233.4166717529297,126126,0.0,0.0
2025-03-17,239.64999389648438,249.10000610351562,236.6999969482422,240.0,266313,0.0,0.0
2025-03-18,240.0,240.0,240.0,240.0,0,0.0,0.0
2025-03-19,243.06666564941406,249.64999389648438,242.0,247.1666717529297,74235,0.0,0.0
2025-03-20,249.03334045410156,250.46665954589844,244.6666717529297,247.0,78177,0.0,0.0
2025-03-21,246.6666717529297,247.98333740234375,240.73333740234375,245.5833282470703,143148,0.0,0.0
2025-03-24,246.86666870117188,252.5833282470703,243.4166717529297,245.03334045410156,153846,0.0,0.0
2025-03-25,246.9499969482422,249.4166717529297,241.1666717529297,243.4166717529297,122634,0.0,0.0
