date,open,high,low,close,volume,split_ratio,daily_return,rolling_volatility_ann,var_95_threshold,avg_volume_20d,ema_200
2025-01-30,11.457141876220703,11.928570747375488,11.457141876220703,11.592857360839844,136298,0.0,0.011845492190405649,0.5675778791669813,-0.036143728601879,1135158.75,12.620971459625292
2025-01-31,11.699999809265137,11.785714149475098,11.428570747375488,11.571428298950195,159513,0.0,-0.0018484711079111982,0.5124622849977568,-0.036143728601879,673637.55,12.610528244096187
2025-02-01,11.842857360839844,11.850000381469728,11.071428298950195,11.592857360839844,131040,0.0,0.001851894280984423,0.5125188000066605,-0.036143728601879,602596.55,12.600402165655826
2025-02-03,11.592857360839844,11.592857360839844,11.071428298950195,11.15714168548584,180692,0.0,-0.03758483881858432,0.5114001972323412,-0.036143728601879,570829.45,12.586041364858115
2025-02-04,11.107142448425291,11.428570747375488,10.857142448425291,10.978570938110352,287632,0.0,-0.016005062264987435,0.5123359511584373,-0.036143728601879,500300.45,12.57004663424371
2025-02-05,11.192856788635254,11.357142448425291,10.978570938110352,11.214284896850586,167308,0.0,0.0214703680532764,0.52150111609273,-0.036143728601879,466015.55,12.556556467702485
2025-02-06,11.357142448425291,11.571428298950195,11.214284896850586,11.449999809265137,108815,0.0,0.021019165696490205,0.5293951295396062,-0.036143728601879,388300.85,12.545545953688183
2025-02-07,11.571428298950195,11.571428298950195,11.214284896850586,11.278571128845217,119009,0.0,-0.014971937403981728,0.5014075835616277,-0.036143728601879,297844.25,12.53293923901313
2025-02-10,11.278571128845217,11.464284896850586,11.035714149475098,11.064285278320312,139479,0.0,-0.01899937927215467,0.47423067887427717,-0.036143728601879,264435.15,12.51832576676743
2025-02-11,11.350000381469728,11.350000381469728,10.714284896850586,10.814285278320312,150560,0.0,-0.0225952236146566,0.43405203897037176,-0.036143728601879,259139.25,12.501370140016714
2025-02-12,10.271428108215332,11.350000381469728,10.271428108215332,10.678570747375488,224788,0.0,-0.01254956083106984,0.42720245817254204,-0.036143728601879,252136.55,12.48323283262725
2025-02-13,10.778571128845217,11.035714149475098,10.5,10.89285659790039,161169,0.0,0.020066903670378222,0.39246063717142354,-0.036143728601879,244630.5,12.46740819347574
2025-02-14,10.992856979370115,10.992856979370115,10.607142448425291,10.664284706115724,117006,0.0,-0.02098365013165815,0.3409572660127238,-0.036143728601879,199817.4,12.449466666238326
2025-02-17,10.464284896850586,10.578571319580078,10.128570556640623,10.350000381469728,196151,0.0,-0.029470736510416096,0.3470282009337771,-0.036143728601879,185748.45,12.428576454449583
2025-02-18,10.485713958740234,10.485713958740234,10.071428298950195,10.164284706115724,126925,0.0,-0.01794354285111932,0.34633940825821247,-0.036143728601879,179696.8,12.406046188297008
2025-02-19,10.164284706115724,10.350000381469728,9.649999618530272,10.149999618530272,223123,0.0,-0.0014054198596835654,0.33799392931707606,-0.036143728601879,179896.2,12.383597963722215
2025-02-20,10.5,10.5,10.01428508758545,10.178570747375488,215920,0.0,0.0028148896471933416,0.3401920457296134,-0.036143728601879,179804.2,12.361657394405333
2025-02-21,10.371427536010742,10.485713958740234,10.078571319580078,10.207141876220703,76228,0.0,0.0028069882849299788,0.33559081935541385,-0.036143728601879,165927.55,12.340219429050261
2025-02-24,10.14285659790039,10.207141876220703,9.785714149475098,9.885713577270508,122865,0.0,-0.03149052916556572,0.3260831695250222,-0.036143728601879,161875.2,12.31579648525146
2025-02-25,10.342857360839844,10.342857360839844,9.471427917480469,9.800000190734863,60893,0.0,-0.008670429895189291,0.3183551144986584,-0.036143728601879,155270.7,12.290763686301046
2025-02-27,9.885713577270508,10.14285659790039,9.30714225769043,9.385713577270508,198832,0.0,-0.04227414340828595,0.2984221709887421,-0.036143728601879,158397.4,12.261857715066913
2025-02-28,9.285714149475098,9.771428108215332,8.914284706115723,9.300000190734863,261912,0.0,-0.009132324977742523,0.2883884181052326,-0.036143728601879,163517.35,12.23238649591933
2025-03-03,9.25,9.357142448425291,8.828571319580078,8.935713768005371,221825,0.0,-0.03917058228583836,0.30323668630315315,-0.036143728601879,168056.6,12.199583782208745
2025-03-04,8.90714168548584,8.928570747375488,8.485713958740234,8.692856788635254,305200,0.0,-0.027178240672801612,0.3031329549429537,-0.036143728601879,174282.0,12.164690976302541
2025-03-05,8.678570747375488,9.121427536010742,8.607142448425293,9.121427536010742,219667,0.0,0.0493014848623512,0.36002106707471143,-0.036143728601879,170883.75,12.134409748040932
2025-03-06,9.385713577270508,9.464284896850586,9.071428298950195,9.40714168548584,225534,0.0,0.0313234028716578,0.3853588700418138,-0.036143728601879,173795.05,12.107272752393618
2025-03-07,9.5,9.628570556640623,8.935713768005371,9.214284896850586,310798,0.0,-0.02050110385100401,0.3734650447514231,-0.036143728601879,183894.2,12.078486803582244
2025-03-10,9.14285659790039,9.221427917480469,8.75,9.064285278320312,292502,0.0,-0.016279029811802626,0.3576445426380215,-0.036143728601879,192568.85,12.048494748604513
2025-03-11,8.635713577270508,9.0,8.607142448425293,8.678570747375488,261671,0.0,-0.0425532205906366,0.37406072071832225,-0.036143728601879,198678.45,12.014963166502731
2025-03-12,8.914284706115723,8.914284706115723,8.357142448425293,8.54285717010498,135098,0.0,-0.015637779678358776,0.373464489637153,-0.036143728601879,197905.35,11.980414848130616
2025-03-13,8.571428298950195,8.928570747375488,8.242856979370117,8.528571128845215,185654,0.0,-0.0016722790718962655,0.3730020597326973,-0.036143728601879,195948.65,11.946068144456135
2025-03-17,8.571428298950195,8.714284896850586,8.321428298950195,8.371427536010742,155404,0.0,-0.01842554754605774,0.37386781409269565,-0.036143728601879,195660.4,11.910499581188022
2025-03-18,8.371427536010742,8.371427536010742,8.371427536010742,8.371427536010742,0,0.0,0.0,0.35884171379989954,-0.036143728601879,189810.1,11.87528493397233
2025-03-19,8.621427536010742,8.742856979370117,8.357142448425293,8.564285278320312,3639227,0.0,0.023037617118462528,0.37722125597260864,-0.036143728601879,361963.9,11.842339663766836
2025-03-20,8.714284896850586,8.735713958740234,8.5,8.614285469055176,260458,0.0,0.005838221066903682,0.3742172616216281,-0.036143728601879,368640.55,11.810219721530899
2025-03-21,8.571428298950195,8.699999809265137,8.464284896850586,8.550000190734863,290337,0.0,-0.0074626361700274035,0.37262089231781753,-0.036143728601879,372001.25,11.777779726199595
2025-03-24,8.785714149475098,8.89285659790039,8.39285659790039,8.707141876220703,377511,0.0,0.018379144091262622,0.38314645711552225,-0.036143728601879,380080.8,11.747226115752046
2025-03-25,8.707141876220703,8.850000381469727,8.357142448425293,8.40714168548584,288699,0.0,-0.034454496664877765,0.3927514128097104,-0.036143728601879,390704.35,11.713991444804124
2025-03-26,8.364285469055176,8.571428298950195,8.01428508758545,8.107142448425293,364460,0.0,-0.03568385645010219,0.40099973790367144,-0.036143728601879,402784.1,11.678102400064038
2025-03-27,8.107142448425293,8.507142066955566,8.0,8.064285278320312,805595,0.0,-0.005286347239810141,0.3940165969153518,-0.036143728601879,440019.2,11.642144020743205
2025-03-28,8.0,8.464284896850586,7.6785712242126465,8.04285717010498,667095,0.0,-0.002657161481246062,0.39469870473935803,-0.036143728601879,463432.35,11.606330221234368
2025-04-01,8.321428298950195,8.442856788635254,8.04285717010498,8.342857360839844,149592,0.0,0.03730020120834099,0.40643621622085246,-0.036143728601879,457816.35,11.573857854464274
