date,open,high,low,close,volume,dividend,daily_return,rolling_volatility_ann,var_95_threshold
2025-01-30,1643.5,1723.4000244140625,1643.5,1713.9000244140625,203031,0.0,0.04420144996939235,0.455896315834131,-0.04325227679730686
2025-01-31,1758.0,1798.3499755859375,1723.5,1787.5,428529,0.0,0.04294298065086921,0.48893242842800755,-0.04325227679730686
2025-02-01,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,0.0,-0.009174838833041932,0.48847602603511076,-0.04325227679730686
2025-02-03,1651.199951171875,1696.1500244140625,1632.0,1645.699951171875,515863,0.0,-0.07080347024033817,0.5374133957667817,-0.04325227679730686
2025-02-04,1644.0,1705.699951171875,1582.550048828125,1646.949951171875,452330,0.0,0.0007595552270083239,0.5379896666623841,-0.04325227679730686
2025-02-05,1655.699951171875,1729.25,1645.050048828125,1710.25,382696,0.0,0.038434713078612015,0.5623331358882807,-0.04325227679730686
2025-02-06,1745.0,1765.0,1652.5,1719.949951171875,506255,0.0,0.005671656875822162,0.5635807361738556,-0.04325227679730686
2025-02-07,1719.5,1719.5,1682.0,1695.6500244140625,678541,0.0,-0.014128275500839949,0.5640650209278633,-0.04325227679730686
2025-02-10,1716.0,1719.6500244140625,1645.25,1655.3499755859375,115436,0.0,-0.02376672559070725,0.5578377171056643,-0.04325227679730686
2025-02-11,1653.0,1682.0,1582.5999755859375,1608.699951171875,278663,0.0,-0.02818136654005743,0.5624841813025369,-0.04325227679730686
2025-02-12,1607.0,1607.0,1528.300048828125,1538.0,567729,0.0,-0.04394850085025048,0.5752262275654428,-0.04325227679730686
2025-02-13,1551.699951171875,1601.0999755859375,1515.199951171875,1552.0,480618,0.0,0.00910273081924573,0.5453916578355668,-0.04325227679730686
2025-02-14,1579.800048828125,1579.800048828125,1474.4000244140625,1474.800048828125,376626,0.0,-0.04974223657981636,0.5615778911234375,-0.04325227679730686
2025-02-17,1428.0,1488.0,1401.0999755859375,1448.050048828125,809446,0.0,-0.018138052016783868,0.5597258286627769,-0.04325227679730686
2025-02-18,1420.0,1448.050048828125,1375.6500244140625,1416.0999755859375,977993,0.0,-0.02206420507912965,0.5537348813543056,-0.04325227679730686
2025-02-19,1390.5,1408.699951171875,1345.300048828125,1374.050048828125,926861,0.0,-0.02969417942431185,0.5467385593393128,-0.04325227679730686
2025-02-20,1368.0,1442.75,1341.0999755859375,1425.449951171875,643066,0.0,0.03740759107543945,0.5476397906193105,-0.04325227679730686
2025-02-21,1424.0,1444.800048828125,1373.0,1416.199951171875,448927,0.0,-0.006489179078083773,0.5447005488778247,-0.04325227679730686
2025-02-24,1393.949951171875,1474.9000244140625,1377.449951171875,1444.25,300433,0.0,0.019806559663354095,0.5333900922965062,-0.04325227679730686
2025-02-25,1469.0,1469.0,1407.3499755859375,1434.1500244140625,236766,0.0,-0.006993232186904952,0.5094701682331872,-0.04325227679730686
2025-02-27,1445.0,1445.0,1366.300048828125,1377.6500244140625,426721,0.0,-0.03939615733234303,0.5057582454342069,-0.04325227679730686
2025-02-28,1395.699951171875,1395.699951171875,1319.8499755859375,1338.300048828125,524224,0.0,-0.028563114643484044,0.4732228960050723,-0.04325227679730686
2025-03-03,1320.0,1348.300048828125,1282.3499755859375,1311.8499755859375,605717,0.0,-0.019763933555369984,0.43062282572030597,-0.04325227679730686
2025-03-04,1300.0,1377.4000244140625,1273.300048828125,1360.9000244140625,334152,0.0,0.037389983413474326,0.4662981284973917,-0.04325227679730686
2025-03-05,1392.5,1415.6500244140625,1370.8499755859375,1385.25,560464,0.0,0.01789255283202862,0.4248774466642884,-0.04325227679730686
2025-03-06,1398.9000244140625,1420.0,1369.050048828125,1389.5,425923,0.0,0.0030680382602419343,0.42554013689191794,-0.04325227679730686
2025-03-07,1399.9000244140625,1443.8499755859375,1365.800048828125,1423.449951171875,673598,0.0,0.024433214229488964,0.40884251261735616,-0.04325227679730686
2025-03-10,1448.0,1483.5999755859375,1416.699951171875,1445.0999755859375,419584,0.0,0.015209543824311389,0.4142735512327247,-0.04325227679730686
2025-03-11,1420.0,1480.0,1400.0,1475.800048828125,381277,0.0,0.021244255595354034,0.42557411606194717,-0.04325227679730686
2025-03-12,1485.0,1499.699951171875,1411.0999755859375,1425.5999755859375,250219,0.0,-0.034015497751236246,0.432317691612587,-0.04325227679730686
2025-03-13,1430.0,1468.800048828125,1404.199951171875,1421.550048828125,171236,0.0,-0.002840857763166005,0.4253340456407646,-0.04325227679730686
2025-03-17,1421.550048828125,1421.550048828125,1421.550048828125,1421.550048828125,0,0.0,0.0,0.4019157388982387,-0.04325227679730686
2025-03-18,1499.0,1537.0,1472.9000244140625,1527.0999755859375,435554,0.0,0.07424988437433067,0.48275278416159656,-0.04325227679730686
2025-03-19,1538.3499755859375,1538.3499755859375,1478.199951171875,1506.25,271832,0.0,-0.013653314071947031,0.45138083407884816,-0.04325227679730686
2025-03-20,1514.449951171875,1565.0,1473.0,1545.3499755859375,471555,0.0,0.025958490015560276,0.4531928964403894,-0.04325227679730686
2025-03-21,1552.949951171875,1622.5999755859375,1526.949951171875,1622.050048828125,987472,0.0,0.04963281745489767,0.47000832447378293,-0.04325227679730686
2025-03-24,1638.949951171875,1644.800048828125,1571.449951171875,1593.800048828125,255980,0.0,-0.017416232020959876,0.4597767382827288,-0.04325227679730686
2025-03-25,1593.800048828125,1626.0,1557.800048828125,1594.0,397082,0.0,0.000125455619117254,0.4471694503397772,-0.04325227679730686
2025-03-26,1600.0,1612.1500244140625,1517.550048828125,1540.050048828125,236606,0.0,-0.03384564063480233,0.46620802784217114,-0.04325227679730686
2025-03-27,1520.0,1617.050048828125,1514.449951171875,1606.8499755859375,1014261,0.0,0.043375166156867984,0.48286913656536645,-0.04325227679730686
2025-03-28,1606.8499755859375,1624.699951171875,1531.5,1558.75,461180,0.0,-0.029934328852572523,0.4967060945380323,-0.04325227679730686
2025-04-01,1569.800048828125,1587.550048828125,1480.8499755859375,1480.8499755859375,370105,0.0,-0.049975957924017655,0.5096530120289615,-0.04325227679730686
2025-04-02,1480.8499755859375,1508.0,1456.0,1496.0999755859375,218768,0.0,0.010298139751777402,0.4960302848525029,-0.04325227679730686
2025-04-03,1480.0,1485.300048828125,1422.4000244140625,1461.3499755859375,425204,0.0,-0.02322705739393549,0.4984169087054803,-0.04325227679730686
2025-04-04,1465.0,1482.0,1390.0,1402.5,225260,0.0,-0.04027096627715154,0.5085407286238893,-0.04325227679730686
2025-04-07,1272.0,1343.050048828125,1271.699951171875,1295.550048828125,492681,0.0,-0.07625664967691625,0.5719137288397,-0.04325227679730686
2025-04-08,1312.0,1329.6500244140625,1279.300048828125,1304.3499755859375,1064151,0.0,0.006792425167805982,0.5725210451678459,-0.04325227679730686
2025-04-09,1308.5,1308.5,1254.0,1296.949951171875,293855,0.0,-0.00567334270140063,0.5641892068932235,-0.04325227679730686
2025-04-11,1314.800048828125,1355.0,1308.0,1333.449951171875,474352,0.0,0.02814295182865001,0.5714183575378206,-0.04325227679730686
2025-04-15,1371.699951171875,1404.9000244140625,1345.5999755859375,1391.0,450016,0.0,0.04315876180995648,0.5880335801978751,-0.04325227679730686
2025-04-16,1391.0,1469.699951171875,1359.0999755859375,1461.5,369010,0.0,0.05068296189791521,0.6032235317424107,-0.04325227679730686
2025-04-17,1430.0,1458.800048828125,1389.9000244140625,1443.300048828125,440069,0.0,-0.012452925878805976,0.6050859631442222,-0.04325227679730686
2025-04-21,1444.0,1521.0,1444.0,1496.199951171875,303232,0.0,0.03665204777530606,0.6172055955443185,-0.04325227679730686
2025-04-22,1500.0,1520.0,1480.699951171875,1502.199951171875,213160,0.0,0.00401015920051373,0.5606374819771588,-0.04325227679730686
2025-04-23,1501.0,1550.0,1492.199951171875,1521.0,127065,0.0,0.012515010943422666,0.5600445891738827,-0.04325227679730686
2025-04-24,1504.5999755859375,1532.5999755859375,1493.0,1509.5999755859375,352193,0.0,-0.007495085084853748,0.5532546626373728,-0.04325227679730686
2025-04-25,1500.0,1518.800048828125,1437.0999755859375,1479.4000244140625,294701,0.0,-0.020005267395525217,0.5255966760415622,-0.04325227679730686
2025-04-28,1489.0,1543.4000244140625,1465.800048828125,1535.199951171875,401788,0.0,0.037717943650780184,0.5421044570680444,-0.04325227679730686
2025-04-29,1549.0,1572.0,1534.199951171875,1558.199951171875,489155,0.0,0.014981761810533678,0.5450048570346859,-0.04325227679730686
2025-04-30,1546.0,1610.0,1540.199951171875,1566.0999755859375,440321,0.0,0.005069968336298025,0.5315229818429588,-0.04325227679730686
2025-05-02,1595.5,1595.5999755859375,1535.0,1548.5999755859375,107668,0.0,-0.0111742546917879,0.5103319114578758,-0.04325227679730686
2025-05-05,1594.0,1611.0,1533.199951171875,1602.9000244140625,260685,0.0,0.03506396079308982,0.5139721839619852,-0.04325227679730686
2025-05-06,1610.0,1610.0,1519.0,1540.699951171875,227637,0.0,-0.038804711644398804,0.5010779593842494,-0.04325227679730686
2025-05-07,1500.0,1649.0,1500.0,1621.800048828125,485028,0.0,0.052638476164398096,0.5301442757888445,-0.04325227679730686
2025-05-08,1635.0,1646.0,1580.0,1633.9000244140625,347219,0.0,0.007460830695301013,0.5205777943824773,-0.04325227679730686
2025-05-09,1600.0,1663.9000244140625,1562.0999755859375,1653.0,210056,0.0,0.011689806781652434,0.49296547833378634,-0.04325227679730686
2025-05-12,1682.0,1709.9000244140625,1652.0,1682.5999755859375,594554,0.0,0.017906821286108654,0.38564631416632267,-0.04325227679730686
2025-05-13,1710.0,1714.5,1680.0,1696.4000244140625,411455,0.0,0.008201621911541501,0.38540036027872976,-0.04325227679730686
2025-05-14,1720.0,1784.0,1691.0999755859375,1770.4000244140625,492975,0.0,0.04362178668652139,0.39326490917824375,-0.04325227679730686
2025-05-15,1775.0,1854.0,1730.199951171875,1841.9000244140625,926872,0.0,0.040386352809537396,0.4005543839411456,-0.04325227679730686
2025-05-16,1860.0,1888.800048828125,1825.199951171875,1861.4000244140625,667710,0.0,0.010586893827857491,0.3882261920459012,-0.04325227679730686
2025-05-19,1888.0,1898.0999755859375,1834.199951171875,1841.300048828125,294811,0.0,-0.010798310584671178,0.3736745041775306,-0.04325227679730686
2025-05-20,1869.800048828125,1869.800048828125,1755.0,1794.300048828125,371883,0.0,-0.025525443302905848,0.3866724807268662,-0.04325227679730686
2025-05-21,1807.0,1854.800048828125,1770.5999755859375,1844.5999755859375,236599,0.0,0.028033174713818942,0.38048700402839997,-0.04325227679730686
2025-05-22,1830.0,1872.0,1805.0999755859375,1853.0999755859375,295645,0.0,0.00460804516561919,0.38036829429386926,-0.04325227679730686
2025-05-23,1872.0,1920.0,1855.5,1885.0999755859375,449914,0.0,0.01726836135210763,0.38106998202640757,-0.04325227679730686
2025-05-26,2050.0,2073.60009765625,2034.800048828125,2073.60009765625,714285,0.0,0.099994761292022,0.48476669006191847,-0.04325227679730686
2025-05-27,2094.60009765625,2257.800048828125,2080.0,2210.5,2414143,0.0,0.06602039732660381,0.4964679541413963,-0.04325227679730686
2025-05-28,2230.5,2281.699951171875,2190.0,2223.60009765625,865197,0.0,0.005926305205270266,0.4941877037410227,-0.04325227679730686
2025-05-29,2250.0,2334.699951171875,2230.0,2288.60009765625,1307368,0.0,0.02923187495292523,0.4954656785516799,-0.04325227679730686
2025-05-30,2296.0,2310.0,2195.39990234375,2241.39990234375,1659999,0.0,-0.020624046709094124,0.5122292913911485,-0.04325227679730686
2025-06-02,2252.60009765625,2353.39990234375,2244.0,2299.39990234375,1033694,0.0,0.025876685342651973,0.501888560717212,-0.04325227679730686
2025-06-03,2319.800048828125,2373.0,2293.199951171875,2340.10009765625,393716,0.0,0.01770035532793357,0.4986827757211879,-0.04325227679730686
2025-06-04,2389.0,2422.0,2319.10009765625,2359.699951171875,600743,0.0,0.008375647492709914,0.45508241359068635,-0.04325227679730686
2025-06-05,2373.800048828125,2449.0,2350.0,2422.0,715591,0.0,0.02640168246695329,0.4408695197223994,-0.04325227679730686
2025-06-06,2445.0,2464.0,2300.89990234375,2315.699951171875,518153,0.0,-0.04388936780682284,0.49169325569883526,-0.04325227679730686
2025-06-09,2316.0,2339.0,2268.89990234375,2302.800048828125,542249,0.0,-0.005570627721964594,0.49772460225819004,-0.04325227679730686
2025-06-10,2325.89990234375,2354.0,2290.0,2300.10009765625,228775,0.0,-0.0011724644409526475,0.5013564211563147,-0.04325227679730686
2025-06-11,2316.300048828125,2415.10009765625,2311.5,2374.699951171875,475989,0.0,0.032433307398943345,0.503956639712641,-0.04325227679730686
2025-06-12,2387.0,2409.89990234375,2287.0,2308.60009765625,241685,0.0,-0.0278350338462785,0.5163441090108978,-0.04325227679730686
2025-06-13,2225.0,2365.89990234375,2204.0,2322.5,278383,0.0,0.0060209225313043735,0.5071970382604668,-0.04325227679730686
2025-06-16,2344.39990234375,2344.39990234375,2241.800048828125,2298.800048828125,183935,0.0,-0.010204499966361635,0.5127900499452495,-0.04325227679730686
2025-06-17,2317.199951171875,2338.699951171875,2289.300048828125,2300.0,227001,0.0,0.0005219902324635761,0.5083222947671991,-0.04325227679730686
2025-06-18,2311.5,2398.800048828125,2308.699951171875,2373.89990234375,295882,0.0,0.03213039232336956,0.49500884889728924,-0.04325227679730686
2025-06-19,2388.800048828125,2447.39990234375,2310.0,2354.800048828125,270930,0.0,-0.008045770378425687,0.49777110889592746,-0.04325227679730686
2025-06-20,2354.800048828125,2409.10009765625,2336.10009765625,2356.300048828125,573666,0.0,0.0006369967593411463,0.4987184820020848,-0.04325227679730686
2025-06-23,2349.0,2357.60009765625,2300.0,2323.60009765625,278799,0.0,-0.01387766858814854,0.506158093301191,-0.04325227679730686
2025-06-24,2345.0,2439.699951171875,2340.10009765625,2439.5,473012,0.0,0.04987945320739784,0.4162741201990907,-0.04325227679730686
2025-06-25,2475.5,2500.0,2370.5,2395.39990234375,378513,0.0,-0.018077514923652394,0.36795155009824043,-0.04325227679730686
