date,open,high,low,close,volume,split_ratio,dividend,daily_return,rolling_volatility_ann,var_95_threshold,avg_volume_20d,ema_200
2021-02-02,63.33333206176758,66.55000305175781,61.650001525878906,63.858333587646484,434484,0.0,0.0,0.0074941199694744665,0.4702610006184166,-0.04352850677612963,349833.3,52.39130070051583
2021-02-03,64.75,67.0,63.70833206176758,66.16666412353516,738186,0.0,0.0,0.03614767887296111,0.4620897322517741,-0.04352850677612963,360998.7,52.528368993282186
2021-02-04,66.33333587646484,69.4749984741211,65.7249984741211,69.4749984741211,582774,0.0,0.0,0.050000017295857235,0.46212315328920966,-0.04352850677612963,353513.7,52.69699217219601
2021-02-05,72.56666564941406,74.48332977294922,69.65833282470703,72.07499694824219,1907130,0.0,0.0,0.037423512504136,0.4507657479556598,-0.04352850677612963,424482.9,52.88980814011687
2021-02-08,72.49166870117188,74.65833282470703,71.33333587646484,71.76666259765625,528378,0.0,0.0,-0.004277965503173831,0.45158897371045387,-0.04352850677612963,439870.2,53.07763753770433
2021-02-09,72.44166564941406,73.33333587646484,69.53333282470703,70.09166717529297,548556,0.0,0.0,-0.023339463780749692,0.4632531796185934,-0.04352850677612963,449105.7,53.24693136494402
2021-02-10,70.09166717529297,74.16666412353516,68.71666717529297,72.42500305175781,958206,0.0,0.0,0.03328977566804592,0.4484562083824768,-0.04352850677612963,483219.3,53.43775794889241
2021-02-11,72.94999694824219,78.83333587646484,72.50833129882812,76.95833587646484,1947138,0.0,0.0,0.06259347785553193,0.4845448725871721,-0.04352850677612963,568763.7,53.671793550161794
2021-02-12,77.65833282470703,84.81666564941406,75.375,82.82499694824219,3015264,0.0,0.0,0.07623165190570957,0.5234814008992528,-0.04352850677612963,710767.8,53.96187517601334
2021-02-15,83.83333587646484,94.54166412353516,82.66666412353516,92.46666717529297,5732010,0.0,0.0,0.1164101488959417,0.6288367595433411,-0.04352850677612963,981630.0,54.34500743471264
2021-02-16,93.0,94.80000305175781,86.5,87.69999694824219,1686066,0.0,0.0,-0.051550146368035565,0.6567722325170288,-0.04352850677612963,1037210.4,54.67689787763334
2021-02-17,87.48332977294922,87.5,82.33333587646484,85.05833435058594,1013808,0.0,0.0,-0.030121581409122244,0.6682627434609076,-0.04352850677612963,1082052.9,54.97920072811048
