date,open,high,low,close,volume,daily_return,rolling_volatility_ann,var_95_threshold
2025-01-30,324.0,326.25,316.75,322.6000061035156,1126870,-0.002627936532497488,0.3308965853057976,-0.030052010749434543
2025-01-31,320.5,323.8500061035156,318.04998779296875,321.04998779296875,1627149,-0.004804768385681668,0.32975388213115386,-0.030052010749434543
2025-02-01,321.95001220703125,326.1499938964844,313.54998779296875,320.8500061035156,705000,-0.0006228989162337939,0.3224240231580177,-0.030052010749434543
2025-02-03,318.54998779296875,330.79998779296875,314.3500061035156,323.3500061035156,1042101,0.0077918028749963675,0.32242962270774767,-0.030052010749434543
2025-02-04,326.45001220703125,330.54998779296875,320.1000061035156,328.79998779296875,1450537,0.016854744353115514,0.32888730481768225,-0.030052010749434543
2025-02-05,328.5,332.5,325.6499938964844,328.3500061035156,1502457,-0.0013685575004840356,0.328139080232464,-0.030052010749434543
2025-02-06,328.8500061035156,328.8500061035156,320.25,321.95001220703125,1169821,-0.01949137742506002,0.3337427850437504,-0.030052010749434543
2025-02-07,324.70001220703125,324.70001220703125,307.29998779296875,315.1000061035156,5745752,-0.021276613895919616,0.34003655917775555,-0.030052010749434543
2025-02-10,316.0,321.0,295.8999938964844,297.25,8218593,-0.056648701230591514,0.36936689227843833,-0.030052010749434543
2025-02-11,297.25,297.29998779296875,283.04998779296875,284.1499938964844,3691557,-0.04407066813630156,0.39201205426638375,-0.030052010749434543
2025-02-12,282.04998779296875,286.1000061035156,272.04998779296875,273.79998779296875,4878361,-0.03642444598216721,0.40441021190319837,-0.030052010749434543
2025-02-13,273.3500061035156,287.79998779296875,273.3500061035156,281.79998779296875,5247095,0.029218408899452264,0.41110349720605144,-0.030052010749434543
2025-02-14,282.0,282.75,261.79998779296875,266.25,5959346,-0.05518093849029171,0.43075688812270874,-0.030052010749434543
2025-02-17,265.0,271.1000061035156,261.0,267.3500061035156,2780471,0.004131478323063487,0.42006351446582324,-0.030052010749434543
2025-02-18,267.0,270.75,263.8500061035156,267.5,1537752,0.0005610394354220727,0.40261923882277334,-0.030052010749434543
2025-02-19,266.1000061035156,278.3500061035156,264.20001220703125,276.0,1264216,0.031775700934579376,0.42454002307484556,-0.030052010749434543
