date,open,high,low,close,volume,split_ratio,dividend,daily_return,rolling_volatility_ann,var_95_threshold
2025-01-30,619.6666870117188,621.0,605.0999755859375,613.1166381835938,1847331,0.0,0.0,-0.006723227845479074,0.2227485904497902,-0.022194864035227073
2025-01-31,611.7333374023438,618.3333129882812,600.0166625976562,608.2000122070312,2167422,0.0,0.0,-0.008019071201734729,0.21798293052416598,-0.022194864035227073
2025-02-01,603.6666870117188,615.9833374023438,600.8499755859375,606.4166870117188,2724348,0.0,0.0,-0.0029321360728704615,0.21129968961668655,-0.022194864035227073
2025-02-03,599.9166870117188,613.316650390625,589.0,600.0,3336861,0.0,0.0,-0.010581316690572495,0.21365370591436134,-0.022194864035227073
2025-02-04,604.1500244140625,607.9833374023438,593.8833618164062,600.4000244140625,2296356,0.0,0.0,0.0006667073567707682,0.21275967717103678,-0.022194864035227073
2025-02-05,603.3333129882812,605.0,592.3833618164062,600.8666381835938,4361301,0.0,0.0,0.000777171469948934,0.2124557848869326,-0.022194864035227073
2025-02-06,599.9833374023438,611.8666381835938,590.2999877929688,607.2166748046875,4940151,0.0,0.0,0.010568129793808723,0.2162416428855457,-0.022194864035227073
2025-02-07,607.2166748046875,619.3333129882812,593.5166625976562,616.4500122070312,2943675,0.0,0.0,0.015206001062658014,0.20655901472882227,-0.022194864035227073
2025-02-10,613.3666381835938,621.6666870117188,602.6500244140625,617.183349609375,2079594,0.0,0.0,0.0011896137364297843,0.1902422278259721,-0.022194864035227073
2025-02-11,620.2000122070312,620.3333129882812,602.0166625976562,608.5166625976562,1882215,0.0,0.0,-0.01404232148713025,0.1725658101896141,-0.022194864035227073
2025-02-12,606.4833374023438,606.4833374023438,586.75,599.5,2254977,0.0,0.0,-0.014817445686968744,0.17735059258759572,-0.022194864035227073
2025-02-13,599.0,613.3333129882812,593.5499877929688,606.9166870117188,2767902,0.0,0.0,0.012371454565001994,0.18025842009687407,-0.022194864035227073
2025-02-14,608.3333129882812,608.7333374023438,598.6500244140625,602.2999877929688,2209584,0.0,0.0,-0.007606808838098167,0.18175409115841168,-0.022194864035227073
2025-02-17,596.683349609375,600.9833374023438,566.683349609375,593.9666748046875,3537876,0.0,0.0,-0.013835817959780061,0.17656504602539577,-0.022194864035227073
2025-02-18,594.816650390625,608.3333129882812,588.3333129882812,605.1666870117188,4410012,0.0,0.0,0.018856297301046654,0.18776396947896024,-0.022194864035227073
2025-02-19,606.7000122070312,610.0,599.2333374023438,608.1333618164062,870681,0.0,0.0,0.004902244073177187,0.17831401346765546,-0.022194864035227073
2025-02-20,609.3333129882812,619.9000244140625,606.7000122070312,619.4000244140625,2019852,0.0,0.0,0.01852663133626531,0.19061259721981055,-0.022194864035227073
2025-02-21,621.6666870117188,626.6666870117188,613.683349609375,618.9666748046875,1881852,0.0,0.0,-0.0006996280146823741,0.1697120619257478,-0.022194864035227073
2025-02-24,615.0,615.0,605.8333129882812,609.3833618164062,1286232,0.0,0.0,-0.015482760830872189,0.1791822263402916,-0.022194864035227073
2025-02-25,609.0,613.0,606.7166748046875,608.4833374023438,3302079,0.0,0.0,-0.0014769428744817459,0.1780919840094381,-0.022194864035227073
2025-02-27,609.8666381835938,615.2333374023438,602.3333129882812,604.2000122070312,1490649,0.0,0.0,-0.007039346736425478,0.1735295459173876,-0.022194864035227073
2025-02-28,602.0,604.7166748046875,523.3333129882812,586.8499755859375,15186228,0.0,0.0,-0.02871571709791476,0.19776177933843422,-0.022194864035227073
2025-03-03,580.3333129882812,587.4500122070312,564.4666748046875,583.1666870117188,3854940,0.0,0.0,-0.00627637169200046,0.19718574669432215,-0.022194864035227073
2025-03-04,579.9833374023438,582.0,569.933349609375,577.316650390625,1889373,0.0,0.0,-0.010031500000575622,0.1991659183654067,-0.022194864035227073
2025-03-05,575.0,589.9666748046875,575.0,586.7166748046875,2643276,0.0,0.0,0.016282267985346044,0.20663084434260337,-0.022194864035227073
2025-03-06,588.1666870117188,592.9666748046875,582.7333374023438,589.9500122070312,2542890,0.0,0.0,0.005510900816684705,0.207796752818221,-0.022194864035227073
2025-03-07,588.8333129882812,588.9833374023438,580.1500244140625,583.2166748046875,1711248,0.0,0.0,-0.01141340327658269,0.21093229458789609,-0.022194864035227073
2025-03-10,578.4666748046875,586.9000244140625,578.066650390625,583.8666381835938,1800171,0.0,0.0,0.0011144458088820919,0.20671066993224452,-0.022194864035227073
2025-03-11,580.0,585.6500244140625,578.0,581.4166870117188,1785177,0.0,0.0,-0.004196080083453291,0.19733042478550547,-0.022194864035227073
2025-03-12,578.7833251953125,584.6666870117188,567.433349609375,578.25,2031894,0.0,0.0,-0.005446501764499456,0.19701740191135114,-0.022194864035227073
2025-03-13,581.6666870117188,581.6666870117188,566.25,572.8666381835938,1575459,0.0,0.0,-0.009309748061229972,0.1943466998096131,-0.022194864035227073
2025-03-17,573.4000244140625,579.9500122070312,572.0,575.0166625976562,849168,0.0,0.0,0.0037530976160169427,0.19048560014533636,-0.022194864035227073
2025-03-18,575.0166625976562,575.0166625976562,575.0166625976562,575.0166625976562,0,0.0,0.0,0.0,0.18348697366835393,-0.022194864035227073
2025-03-19,582.316650390625,588.9666748046875,577.5,582.6666870117188,1730862,0.0,0.0,0.013304004756146126,0.1903304908494634,-0.022194864035227073
2025-03-20,584.9833374023438,588.9500122070312,580.5999755859375,583.4833374023438,1876332,0.0,0.0,0.0014015738480146478,0.18514393831166287,-0.022194864035227073
2025-03-21,582.7333374023438,591.6666870117188,581.683349609375,587.0166625976562,1857861,0.0,0.0,0.006055571716996777,0.1729435435101021,-0.022194864035227073
2025-03-24,587.1666870117188,601.316650390625,587.1666870117188,598.7999877929688,1747227,0.0,0.0,0.02007323802900096,0.18729073707746946,-0.022194864035227073
2025-03-25,599.0,602.2999877929688,586.0,591.5999755859375,1779057,0.0,0.0,-0.012024068727136683,0.17747969750599366,-0.022194864035227073
2025-03-26,590.0166625976562,599.4000244140625,587.433349609375,595.5,1094529,0.0,0.0,0.006592333629155123,0.17999713303871015,-0.022194864035227073
2025-03-27,594.7000122070312,598.2333374023438,589.3833618164062,594.566650390625,2009646,0.0,0.0,-0.0015673377151553813,0.17296412573893147,-0.022194864035227073
2025-03-28,594.6666870117188,606.6333618164062,593.4000244140625,602.7999877929688,3371958,0.0,0.0,0.013847627338221091,0.18054036617820587,-0.022194864035227073
2025-04-01,601.6666870117188,605.5999755859375,591.3333129882812,600.566650390625,1450620,0.0,0.0,-0.003704939362259574,0.179357458482753,-0.022194864035227073
2025-04-02,598.3333129882812,610.4833374023438,598.3333129882812,608.2000122070312,1956165,0.0,0.0,0.01271026589878299,0.15172760260597754,-0.022194864035227073
2025-04-03,605.3333129882812,628.3333129882812,605.316650390625,626.25,4828746,0.0,0.0,0.0296777169199145,0.17681799882431506,-0.022194864035227073
2025-04-04,623.3666381835938,626.2333374023438,614.0833129882812,616.7833251953125,4688307,0.0,0.0,-0.01511644679391222,0.18249248833347403,-0.022194864035227073
2025-04-07,601.7333374023438,608.1166381835938,580.5,591.816650390625,2638569,0.0,0.0,-0.04047884205815955,0.2308164721982406,-0.022194864035227073
2025-04-08,598.9666748046875,610.0,593.3499755859375,605.5833129882812,2181672,0.0,0.0,0.02326170206358613,0.2435010788788007,-0.022194864035227073
2025-04-09,603.3333129882812,608.4833374023438,600.566650390625,603.8666381835938,1226652,0.0,0.0,-0.0028347458852795437,0.23961381277059768,-0.022194864035227073
2025-04-11,606.8833618164062,634.9666748046875,606.816650390625,628.7833251953125,2499357,0.0,0.0,0.04126190359955495,0.2758552474362466,-0.022194864035227073
2025-04-15,637.8666381835938,646.6333618164062,627.2999877929688,644.433349609375,2186514,0.0,0.0,0.024889375699015615,0.2836821614992636,-0.022194864035227073
2025-04-16,646.6666870117188,670.3333129882812,642.3666381835938,666.933349609375,8263593,0.0,0.0,0.03491439419396669,0.29888682008136447,-0.022194864035227073
2025-04-17,668.1666870117188,669.0,655.7999877929688,657.7000122070312,5269704,0.0,0.0,-0.013844467978324615,0.30239427041622363,-0.022194864035227073
2025-04-21,661.3333129882812,665.0,652.0999755859375,657.7999877929688,1659054,0.0,0.0,0.00015200788213776129,0.3031034371893838,-0.022194864035227073
2025-04-22,657.3666381835938,663.0,653.6666870117188,655.3333129882812,6155892,0.0,0.0,-0.003749885756251903,0.3044075939574372,-0.022194864035227073
2025-04-23,657.933349609375,661.2999877929688,652.0333251953125,654.4000244140625,10420380,0.0,0.0,-0.0014241433415966842,0.30448649722394017,-0.022194864035227073
2025-04-24,654.2666625976562,660.3333129882812,636.6666870117188,656.2000122070312,2066037,0.0,0.0,0.0027505924905495416,0.3042812894730622,-0.022194864035227073
2025-04-25,657.3333129882812,659.3333129882812,632.7000122070312,655.6666870117188,2164914,0.0,0.0,-0.0008127479204377286,0.3051327617155418,-0.022194864035227073
2025-04-28,655.0,657.5333251953125,642.2999877929688,643.9000244140625,2323713,0.0,0.0,-0.017946104065900137,0.31055908017813316,-0.022194864035227073
2025-04-29,643.2999877929688,647.9000244140625,635.7000122070312,639.4666748046875,2092635,0.0,0.0,-0.006885152106352654,0.3077899150824533,-0.022194864035227073
2025-04-30,637.3333129882812,643.6666870117188,633.1666870117188,635.3333129882812,978204,0.0,0.0,-0.0064637642261321515,0.30966290720900613,-0.022194864035227073
2025-05-02,635.6666870117188,637.933349609375,620.7000122070312,622.1333618164062,1149504,0.0,0.0,-0.020776419089043485,0.32040572064290546,-0.022194864035227073
2025-05-05,622.3333129882812,628.6666870117188,617.0333251953125,624.433349609375,2823660,0.0,0.0,0.0036969369175985367,0.3177359754123484,-0.022194864035227073
2025-05-06,626.6666870117188,627.5999755859375,612.066650390625,616.9000244140625,1283520,0.0,0.0,-0.012064258259148253,0.32088806327900654,-0.022194864035227073
2025-05-07,614.2333374023438,615.5999755859375,591.1666870117188,611.0333251953125,2047137,0.0,0.0,-0.009509967558069432,0.3203143870967936,-0.022194864035227073
2025-05-08,613.3666381835938,617.9000244140625,593.3333129882812,599.6666870117188,1223604,0.0,0.0,-0.018602321207211503,0.3081706672427303,-0.022194864035227073
2025-05-09,588.6666870117188,600.0,578.566650390625,586.6333618164062,1457928,0.0,0.0,-0.0217342825232808,0.3125721219259814,-0.022194864035227073
2025-05-12,595.0,612.9666748046875,591.2000122070312,606.2999877929688,4758075,0.0,0.0,0.03352456109156199,0.3033706065096811,-0.022194864035227073
2025-05-13,602.0333251953125,610.4666748046875,599.3333129882812,606.3666381835938,2595978,0.0,0.0,0.00010992972450418748,0.2926888473702705,-0.022194864035227073
2025-05-14,609.9666748046875,611.0,592.0333251953125,594.433349609375,3137241,0.0,0.0,-0.019679988678080296,0.30061484227022744,-0.022194864035227073
2025-05-15,599.3333129882812,607.6666870117188,589.0,603.7000122070312,2564271,0.0,0.0,0.01558906915930236,0.26684854263792557,-0.022194864035227073
2025-05-16,608.0,609.6666870117188,583.9000244140625,595.0,6003825,0.0,0.0,-0.014411151285595336,0.25160869348247317,-0.022194864035227073
2025-05-19,599.0,599.0,575.0333251953125,577.3666381835938,4501164,0.0,0.0,-0.029635902212447496,0.22480284411414142,-0.022194864035227073
2025-05-20,580.7333374023438,581.4666748046875,567.3333129882812,568.933349609375,2641080,0.0,0.0,-0.014606470163828766,0.22512118391665592,-0.022194864035227073
2025-05-21,570.9666748046875,577.066650390625,563.0999755859375,575.0,3111252,0.0,0.0,0.010663200522153193,0.2320404889939233,-0.022194864035227073
2025-05-22,574.9666748046875,574.9666748046875,565.5,570.433349609375,1675068,0.0,0.0,-0.007942000679347805,0.2319179723027355,-0.022194864035227073
2025-05-23,572.2999877929688,572.933349609375,563.7666625976562,566.933349609375,1851780,0.0,0.0,-0.006135686145273156,0.23119599634260968,-0.022194864035227073
