date,open,high,low,close,volume,dividend,daily_return,rolling_volatility_ann,var_95_threshold,avg_volume_20d,ema_200
2025-01-30,236.5500030517578,249.25,236.39999389648438,240.5500030517578,1020870,0.0,0.017555030720900255,0.47293135967793204,-0.038256938437899436,1004645.15,296.3912726364053
2025-01-31,240.5500030517578,246.0,239.60000610351562,241.10000610351562,651972,0.0,0.0022864395958435146,0.47359838827730233,-0.038256938437899436,1006796.9,295.84111078035664
2025-02-01,241.10000610351562,248.0,240.47999572753906,246.00999450683594,510154,0.0,0.020364945163926063,0.48431942795948385,-0.038256938437899436,978026.4,295.34527877763503
2025-02-03,244.5,250.66000366210938,234.9499969482422,239.1999969482422,746335,0.0,-0.027681792246877723,0.4749581136359581,-0.038256938437899436,973592.45,294.78661925694456
2025-02-04,239.60000610351562,246.52999877929688,239.60000610351562,244.89999389648438,387686,0.0,0.02382941898396229,0.48214658262460164,-0.038256938437899436,958920.2,294.2902349249997
2025-02-05,248.0,272.70001220703125,248.0,269.9599914550781,3391589,0.0,0.10232747318559032,0.6102490901073654,-0.038256938437899436,1090143.9,294.0481429501746
2025-02-06,269.8999938964844,276.1499938964844,264.5400085449219,269.260009765625,1343467,0.0,-0.0025929089924778825,0.602314943974301,-0.038256938437899436,1067339.55,293.8014948587861
2025-02-07,268.5,274.70001220703125,259.0,272.92999267578125,1366535,0.0,0.01362988478441629,0.5729046651434923,-0.038256938437899436,1018868.3,293.5938182201492
2025-02-10,274.6000061035156,276.3999938964844,261.8599853515625,267.239990234375,811131,0.0,-0.020847845946214916,0.5518440734372944,-0.038256938437899436,1007272.65,293.33159107601216
2025-02-11,268.0,268.010009765625,249.6999969482422,251.6300048828125,938054,0.0,-0.05841186170480028,0.577535566442873,-0.038256938437899436,993159.15,292.91664991986096
2025-02-12,255.0,257.1700134277344,239.0800018310547,254.2100067138672,1791372,0.0,0.010253156543299502,0.5756955371859653,-0.038256938437899436,1055586.2,292.5315091914431
2025-02-13,256.1199951171875,260.4800109863281,248.1199951171875,249.24000549316406,983743,0.0,-0.019550769401053714,0.5779069424387107,-0.038256938437899436,1079243.55,292.1007479606145
2025-02-14,250.0500030517578,251.99000549316406,228.0,230.69000244140625,1871691,0.0,-0.07442626642161021,0.6294493593377954,-0.038256938437899436,1148038.45,291.48969576639354
2025-02-17,229.0,242.6999969482422,224.0500030517578,239.57000732421875,1662865,0.0,0.03849323676290628,0.6455685029495272,-0.038256938437899436,1189735.85,290.9730819510485
2025-02-18,236.86000061035156,245.0,228.0,241.47000122070312,1701254,0.0,0.007930850433681469,0.6442595074132248,-0.038256938437899436,1237347.95,290.4805139835824
2025-02-19,237.8000030517578,238.94000244140625,227.0,228.14999389648438,1935513,0.0,-0.05516216199479074,0.6652597839743454,-0.038256938437899436,1299563.0,289.8603098036113
2025-02-20,225.0,235.89999389648438,225.0,232.69000244140625,790602,0.0,0.019899227115393936,0.6692814558642054,-0.038256938437899436,1294739.5,289.2914510238879
2025-02-21,233.0500030517578,236.8000030517578,224.3000030517578,226.0500030517578,953414,0.0,-0.028535817267527297,0.674875131229264,-0.038256938437899436,1277632.85,288.66218288486175
2025-02-24,226.0500030517578,228.97999572753906,218.22000122070312,225.75999450683594,880282,0.0,-0.001282939796534599,0.6186124042475839,-0.038256938437899436,1225982.2,288.03629046318986
2025-02-25,222.35000610351562,227.7100067138672,218.5,219.63999938964844,924151,0.0,-0.027108412766205126,0.6210192429200322,-0.038256938437899436,1233134.0,287.35573035300536
2025-02-27,221.75999450683594,223.97999572753906,208.33999633789062,211.86000061035156,1430546,0.0,-0.0354215935208364,0.6144379694706141,-0.038256938437899436,1253617.8,286.6045290620337
2025-02-28,207.5,212.41000366210938,201.10000610351562,204.69000244140625,1316615,0.0,-0.033843095196304795,0.6169860167290463,-0.038256938437899436,1286849.95,285.78945914541055
2025-03-03,207.69000244140625,208.24000549316406,194.10000610351562,202.14999389648438,1526147,0.0,-0.01240905034259776,0.6163152486986967,-0.038256938437899436,1337649.6,284.95722566034664
2025-03-04,195.0,208.10000610351562,195.0,199.91000366210938,1578697,0.0,-0.01108083256001502,0.6078770085019611,-0.038256938437899436,1379267.7,284.11098464543886
2025-03-05,204.0,205.9499969482422,196.4600067138672,198.7899932861328,1817619,0.0,-0.005602572935117456,0.6041929790030123,-0.038256938437899436,1450764.35,283.2620195572866
2025-03-06,198.7899932861328,216.5,198.77999877929688,211.75,2155816,0.0,0.06519446225451042,0.6471907497944236,-0.038256938437899436,1388975.7,282.550457173632
2025-03-07,211.75999450683594,215.64999389648438,205.3000030517578,207.1699981689453,1497080,0.0,-0.021629288458345663,0.5142728573048646,-0.038256938437899436,1396656.35,281.8004028551774
2025-03-10,207.1699981689453,210.1999969482422,197.5,198.3800048828125,1078468,0.0,-0.042428891074105524,0.5234996180166375,-0.038256938437899436,1382253.0,280.9703491440096
2025-03-11,195.25,202.17999267578125,190.0,201.17999267578125,1111627,0.0,0.01411426415995276,0.5238234066229915,-0.038256938437899436,1397277.8,280.1764152488034
2025-03-12,203.0,203.89999389648438,193.1999969482422,197.61000061035156,1070728,0.0,-0.01774526391987219,0.523414838004992,-0.038256938437899436,1403911.5,279.35485888424165
2025-03-13,199.0,201.60000610351562,192.66000366210938,194.39999389648438,651006,0.0,-0.01624415112571498,0.4978371184049263,-0.038256938437899436,1346893.2,278.5095368445625
2025-03-17,196.02000427246094,198.4499969482422,190.0,191.02999877929688,1177116,0.0,-0.017335366373426808,0.4916131369363711,-0.038256938437899436,1356561.85,277.639093679734
2025-03-18,191.02999877929688,191.02999877929688,191.02999877929688,191.02999877929688,0,0.0,0.0,0.4930216948798518,-0.038256938437899436,1262977.3,276.7773116409237
2025-03-19,204.0,208.74000549316406,203.5500030517578,207.0800018310547,2005108,0.0,0.08401823354614013,0.5436630100714177,-0.038256938437899436,1280089.45,276.08380607067625
2025-03-20,211.0,220.1999969482422,207.80999755859375,217.36000061035156,2391595,0.0,0.04964264384971262,0.5560244986990491,-0.038256938437899436,1314606.5,275.49948959843425
2025-03-21,219.0,221.88999938964844,214.5,216.83999633789062,1777507,0.0,-0.002392364147040693,0.554369516315499,-0.038256938437899436,1306706.2,274.9158130485781
2025-03-24,220.42999267578125,231.94000244140625,219.0500030517578,228.1199951171875,1984691,0.0,0.052019917772548885,0.5553857530652757,-0.038256938437899436,1366410.65,274.4501830194101
2025-03-25,230.14999389648438,230.1999969482422,222.89999389648438,226.0,1735595,0.0,-0.009293333169231532,0.5517746563980155,-0.038256938437899436,1405519.7,273.96809164608266
2025-03-26,226.60000610351562,228.6999969482422,218.33999633789062,219.50999450683594,878134,0.0,-0.028716838465327688,0.5518895412101028,-0.038256938437899436,1405412.3,273.4262200327568
2025-03-27,216.1999969482422,225.7899932861328,216.0,224.13999938964844,1182486,0.0,0.02109245591853126,0.5570795676666983,-0.038256938437899436,1418329.05,272.93580987710396
2025-03-28,226.0,229.3000030517578,220.38999938964844,222.47000122070312,753113,0.0,-0.007450692306116058,0.5490282147010362,-0.038256938437899436,1384457.4,272.4336625272891
2025-04-01,221.0,224.75,217.66000366210938,221.97000122070312,666586,0.0,-0.0022474940318086833,0.5329646911644284,-0.038256938437899436,1351955.95,271.93153654413896
2025-04-02,222.0,226.5,216.9199981689453,225.22000122070312,722955,0.0,0.014641618156178371,0.5172578307576244,-0.038256938437899436,1311796.35,271.4667451478859
2025-04-03,231.00999450683594,246.7899932861328,226.39999389648438,233.14999389648438,4229529,0.0,0.03520998416126586,0.523268677878436,-0.038256938437899436,1444337.95,271.0854839414043
2025-04-04,233.0,233.5,202.10000610351562,206.69000244140625,4129429,0.0,-0.11348913638327618,0.6686943859163098,-0.038256938437899436,1559928.45,270.4447328817028
2025-04-07,171.0,199.0,171.0,194.72999572753906,2236980,0.0,-0.057864466459898956,0.7003765603232686,-0.038256938437899436,1563986.65,269.6913524125071
