date,open,high,low,close,volume,split_ratio,dividend,daily_return,rolling_volatility_ann,var_95_threshold
2025-01-30,447.82501220703125,468.17498779296875,439.7749938964844,451.1499938964844,619796,0.0,0.0,0.007340436390902427,0.3245377230108501,-0.0273916209967599
2025-01-31,450.67498779296875,452.98748779296875,443.45001220703125,449.2250061035156,298284,0.0,0.0,-0.004266846545520342,0.3244858282785391,-0.0273916209967599
2025-02-01,447.4750061035156,450.4750061035156,441.7875061035156,444.76251220703125,119988,0.0,0.0,-0.009933761112701944,0.317503843629614,-0.0273916209967599
2025-02-03,442.5,444.0249938964844,432.5,438.5249938964844,357112,0.0,0.0,-0.014024379616876081,0.3043604423833714,-0.0273916209967599
2025-02-04,438.5,445.48748779296875,426.7250061035156,434.4750061035156,2697828,0.0,0.0,-0.009235477679351511,0.3038643950744329,-0.0273916209967599
2025-02-05,438.75,458.4750061035156,438.75,451.25,2437476,0.0,0.0,0.03860980185471852,0.3430536834761517,-0.0273916209967599
2025-02-06,453.5,468.75,452.8125,462.98748779296875,1418700,0.0,0.0,0.026011053280817098,0.35827656788299017,-0.0273916209967599
2025-02-07,462.5,465.6499938964844,454.1625061035156,459.82501220703125,767540,0.0,0.0,-0.00683058542470083,0.35120144734439157,-0.0273916209967599
2025-02-10,456.29998779296875,459.0874938964844,445.76251220703125,449.29998779296875,415428,0.0,0.0,-0.022889195095206594,0.33789727858719043,-0.0273916209967599
2025-02-11,445.7124938964844,454.11248779296875,440.5,445.7124938964844,1039004,0.0,0.0,-0.00798462941008904,0.33830373419301907,-0.0273916209967599
2025-02-12,446.25,447.98748779296875,430.1625061035156,437.63751220703125,715388,0.0,0.0,-0.01811701893043305,0.342175477543617,-0.0273916209967599
2025-02-13,438.75,442.4750061035156,424.23748779296875,426.9750061035156,615740,0.0,0.0,-0.02436378465306599,0.3481154410686577,-0.0273916209967599
2025-02-14,427.73748779296875,429.1875,415.01251220703125,420.4125061035156,1719104,0.0,0.0,-0.015369752107712298,0.34944390976239575,-0.0273916209967599
2025-02-17,417.5,421.23748779296875,404.5375061035156,420.0874938964844,1129476,0.0,0.0,-0.00077307930262005,0.3486834523240631,-0.0273916209967599
2025-02-18,418.9375,418.9375,407.8500061035156,411.8500061035156,462224,0.0,0.0,-0.019608981254268354,0.3446206503193945,-0.0273916209967599
2025-02-19,411.8500061035156,414.45001220703125,405.04998779296875,412.1000061035156,584744,0.0,0.0,0.000607017108886776,0.3443436888941032,-0.0273916209967599
2025-02-20,412.1000061035156,426.1875,406.25,419.5249938964844,1603056,0.0,0.0,0.018017441599124107,0.34908365079100373,-0.0273916209967599
2025-02-21,420.8500061035156,421.5249938964844,407.2749938964844,413.125,668068,0.0,0.0,-0.015255333983899777,0.3320822432589957,-0.0273916209967599
2025-02-24,413.125,421.36248779296875,406.88751220703125,419.3500061035156,603636,0.0,0.0,0.015068093442700548,0.325739794166777,-0.0273916209967599
2025-02-25,419.32501220703125,421.76251220703125,409.57501220703125,414.1875,721364,0.0,0.0,-0.01231073334536037,0.3181359951019706,-0.0273916209967599
2025-02-27,415.4750061035156,420.9375,406.26251220703125,409.4125061035156,553760,0.0,0.0,-0.011528580404972066,0.26343228387250767,-0.0273916209967599
2025-02-28,403.0,407.2875061035156,391.0,396.125,377152,0.0,0.0,-0.03245505671034876,0.27729494352902495,-0.0273916209967599
2025-03-03,392.17498779296875,420.0,381.8999938964844,391.9750061035156,398724,0.0,0.0,-0.010476475598572121,0.2776315336289171,-0.0273916209967599
2025-03-04,390.3500061035156,407.75,382.7875061035156,403.4375,470024,0.0,0.0,0.02924292038522802,0.3032080553104161,-0.0273916209967599
2025-03-05,407.26251220703125,408.73748779296875,397.79998779296875,407.0625,474256,0.0,0.0,0.008985282726568622,0.30453702937354604,-0.0273916209967599
