date,open,high,low,close,volume,split_ratio,dividend,daily_return,rolling_volatility_ann,var_95_threshold
2025-01-30,705.0750122070312,782.5,705.0,753.625,3704556,0.0,0.0,0.07706872495667927,0.6407604260802261,-0.040855186304021324
2025-01-31,764.5999755859375,824.0,764.1500244140625,801.5499877929688,622876,2.0,0.0,0.06359261939687344,0.6729222148758125,-0.040855186304021324
2025-02-01,810.0,818.9000244140625,770.5,781.3499755859375,171472,0.0,0.0,-0.025201188340918113,0.6789942843765121,-0.040855186304021324
2025-02-03,765.7000122070312,783.8499755859375,726.0499877929688,732.0999755859375,291963,0.0,0.0,-0.06303193388221096,0.6997893784843937,-0.040855186304021324
2025-02-04,749.0,759.9500122070312,724.8499755859375,733.75,259067,0.0,0.0,0.0022538238889324713,0.698457164690511,-0.040855186304021324
2025-02-05,738.0,745.5999755859375,729.4000244140625,733.0,138123,0.0,0.0,-0.0010221465076660774,0.697843406868044,-0.040855186304021324
2025-02-06,733.0,739.5,719.1500244140625,723.75,161865,0.0,0.0,-0.01261937244201905,0.6971578128852965,-0.040855186304021324
2025-02-07,723.0,728.0,701.0,712.2999877929688,233879,0.0,0.0,-0.015820396831822126,0.6962267128025545,-0.040855186304021324
2025-02-10,715.6500244140625,721.4500122070312,679.0999755859375,683.2999877929688,282599,0.0,0.0,-0.04071318334548235,0.6953225178456456,-0.040855186304021324
2025-02-11,683.0,684.9000244140625,653.0,656.7999877929688,203016,0.0,0.0,-0.03878238032111481,0.5506178068641242,-0.040855186304021324
2025-02-12,653.2000122070312,654.9500122070312,595.25,624.75,1104114,0.0,0.0,-0.048797180859679434,0.5684134152729908,-0.040855186304021324
2025-02-13,625.0,652.9000244140625,625.0,630.2999877929688,558968,0.0,0.0,0.008883533882303007,0.5648762480528231,-0.040855186304021324
2025-02-14,635.0,639.4500122070312,589.9500122070312,594.7999877929688,343773,0.0,0.0,-0.056322387256114825,0.5880242015945581,-0.040855186304021324
2025-02-17,593.0,601.7999877929688,565.7000122070312,587.5,428776,0.0,0.0,-0.012273012681213502,0.5807780573883715,-0.040855186304021324
2025-02-18,585.0,606.9000244140625,557.0,566.8499755859375,460374,0.0,0.0,-0.035148977726063846,0.5848749889000029,-0.040855186304021324
2025-02-19,563.75,674.0,559.1500244140625,647.5999755859375,879879,0.0,0.0,0.14245391810510522,0.7966523275879374,-0.040855186304021324
2025-02-20,659.1500244140625,676.2000122070312,602.0,609.7000122070312,5209221,0.0,0.0,-0.05852372576854259,0.8168294665902964,-0.040855186304021324
2025-02-21,609.7000122070312,617.5,591.4000244140625,605.0,1498224,0.0,0.0,-0.007708729068280351,0.8154336044463264,-0.040855186304021324
2025-02-24,597.0499877929688,609.4000244140625,586.2000122070312,597.7000122070312,417029,0.0,0.0,-0.012066095525568143,0.7883241433141223,-0.040855186304021324
2025-02-25,595.0,606.3499755859375,580.0,583.6500244140625,454712,0.0,0.0,-0.023506755071141083,0.790459047115849,-0.040855186304021324
2025-02-27,583.6500244140625,588.8499755859375,543.3499755859375,546.3499755859375,961252,0.0,0.0,-0.06390824512612892,0.8048983152912764,-0.040855186304021324
2025-02-28,543.3499755859375,547.2999877929688,514.0,516.5,678153,0.0,0.0,-0.05463526479327585,0.7518428413991026,-0.040855186304021324
2025-03-03,513.9500122070312,529.4000244140625,491.45001220703125,517.9000244140625,814222,0.0,0.0,0.0027105990591722584,0.6974234654714133,-0.040855186304021324
2025-03-04,512.0,532.9500122070312,501.1000061035156,523.9000244140625,461731,0.0,0.0,0.01158524757126278,0.7053667009152326,-0.040855186304021324
2025-03-05,521.0,548.7999877929688,519.9500122070312,540.1500244140625,709100,0.0,0.0,0.031017368281618607,0.7048717310848356,-0.040855186304021324
2025-03-06,537.2000122070312,556.9500122070312,537.2000122070312,540.2000122070312,390149,0.0,0.0,9.254427605176474e-05,0.7043036520938797,-0.040855186304021324
2025-03-07,537.2000122070312,568.8499755859375,537.2000122070312,549.0999755859375,769666,0.0,0.0,0.016475311325049313,0.710811644063499,-0.040855186304021324
