date,open,high,low,close,volume,split_ratio,dividend,daily_return,rolling_volatility_ann,var_95_threshold,avg_volume_20d,ema_200
2025-01-30,417.4750061035156,432.5,408.3999938964844,412.6749877929688,112848,0.0,0.0,0.01009668369416361,0.5194962564933424,-0.05055639329775911,131743.1,482.4620973457842
2025-01-31,414.1749877929688,428.9750061035156,414.1749877929688,423.3500061035156,52734,0.0,0.0,0.025867858790371567,0.4553335307766984,-0.05055639329775911,129520.0,481.8739173334233
2025-02-01,425.4750061035156,430.0,382.5,396.1499938964844,260832,0.0,0.0,-0.06424946690653976,0.4928893086894567,-0.05055639329775911,136086.4,481.02094297086677
2025-02-03,391.0499877929688,391.0499877929688,362.0,367.875,198314,0.0,0.0,-0.07137446505646738,0.5257636126245467,-0.05055639329775911,141120.6,479.8951126925497
2025-02-04,377.0,387.5,372.5249938964844,376.4249877929688,90684,0.0,0.0,0.023241557031515647,0.5091084451904793,-0.05055639329775911,135125.4,478.8655592109618
2025-02-05,382.5,394.0,375.9750061035156,378.7749938964844,103946,0.0,0.0,0.006242959898316025,0.5099050591670746,-0.05055639329775911,136319.5,477.8696331879322
2025-02-06,385.9750061035156,386.9750061035156,371.0,372.3500061035156,107876,0.0,0.0,-0.016962544773282073,0.5041141511035772,-0.05055639329775911,135261.1,476.8196866497788
2025-02-07,375.0,392.5,372.0249938964844,386.3500061035156,85538,0.0,0.0,0.037599032551399736,0.5303272720235581,-0.05055639329775911,132867.7,475.91949082344786
2025-02-10,388.5,392.4500122070313,365.0249938964844,369.2250061035156,102140,0.0,0.0,-0.044325093126597936,0.5177540676893329,-0.05055639329775911,131970.8,474.857854159568
2025-02-11,372.5,372.5,346.0,354.32501220703125,152036,0.0,0.0,-0.04035478001267068,0.5293319719065762,-0.05055639329775911,133892.8,473.65852239884623
2025-02-12,346.5249938964844,373.2250061035156,340.0,364.0,101508,0.0,0.0,0.027305404528754185,0.5319749253730102,-0.05055639329775911,136906.4,472.5673928227383
