date,open,high,low,close,volume,dividend,daily_return,rolling_volatility_ann,var_95_threshold,avg_volume_20d,ema_200
2021-02-02,541.0,568.5,541.0,566.2999877929688,13416792,0.0,0.06028836112884295,0.4817357053414891,-0.027804156000595832,12396905.3,481.52735270300946
2021-02-03,562.0999755859375,579.9500122070312,555.0,558.25,7268499,0.0,-0.014215059096755134,0.48865864676601584,-0.027804156000595832,12598991.4,482.2907621288502
2021-02-04,558.7000122070312,568.5499877929688,544.2999877929688,548.0499877929688,6751111,0.0,-0.018271405655228445,0.49565001060561326,-0.027804156000595832,12639191.8,482.9450827822246
2021-02-05,553.8499755859375,553.8499755859375,535.0,536.5,6377789,0.0,-0.021074697655739882,0.5053762283583288,-0.027804156000595832,12606825.2,483.4779675306602
2021-02-08,538.0,546.0,528.1500244140625,538.2999877929688,8511429,0.0,0.0033550564640609792,0.502562496240746,-0.027804156000595832,12226649.55,484.0234602695886
2021-02-09,539.5,556.0,535.5499877929688,538.5999755859375,9171011,0.0,0.0005572873857915273,0.4831664285406035,-0.027804156000595832,12401865.65,484.5665101732339
2021-02-10,543.0,546.4500122070312,532.4500122070312,534.4000244140625,4446858,0.0,-0.007797904497314434,0.4815403968163839,-0.027804156000595832,12373800.2,485.0623660363267
2021-02-11,530.2000122070312,545.5999755859375,530.2000122070312,543.5499877929688,5684777,0.0,0.017121936678312633,0.48354977224601503,-0.027804156000595832,12423337.4,485.6443324219649
2021-02-12,545.7999877929688,547.2999877929688,531.5,535.7999877929688,3043562,0.0,-0.014258118248641871,0.4806082407839217,-0.027804156000595832,11813953.4,486.1433936694376
2021-02-15,540.0,543.9500122070312,534.5499877929688,537.4500122070312,2569470,0.0,0.0030795529146223632,0.46677883433267603,-0.027804156000595832,10950596.9,486.65390728672713
2021-02-16,542.6500244140625,545.6500244140625,537.0999755859375,538.9500122070312,2976504,0.0,0.0027909572349626988,0.45932960893489017,-0.027804156000595832,9240656.6,487.1742665396655
2021-02-17,525.2999877929688,542.5999755859375,525.2999877929688,539.0,2934589,0.0,9.275033275168987e-05,0.37667481722378193,-0.027804156000595832,8632654.55,487.68994547956936
