date,open,high,low,close,volume,split_ratio,dividend,daily_return,rolling_volatility_ann,var_95_threshold,avg_volume_20d,ema_200
2021-02-02,1028.7667236328125,1093.3333740234375,1023.6333618164062,1084.933349609375,59887,0.0,0.0,0.05988471075639201,0.3683150797216147,-0.028683879641340587,23488.75,1064.839659638916
2021-02-03,1066.0,1066.0,1030.0,1058.2332763671875,98193,0.0,0.0,-0.024609874193470715,0.3652842782645688,-0.028683879641340587,27893.75,1064.7739244819834
2021-02-04,1063.4666748046875,1095.9666748046875,1063.3333740234375,1089.566650390625,59422,0.0,0.0,0.029609136967419847,0.37625598248740105,-0.028683879641340587,29858.05,1065.020618272119
2021-02-05,1097.3333740234375,1099.933349609375,1070.0,1073.066650390625,15864,0.0,0.0,-0.015143635310501224,0.3718208855693819,-0.028683879641340587,29607.2,1065.1006782931986
2021-02-08,1063.3333740234375,1113.3333740234375,1063.3333740234375,1097.36669921875,41283,0.0,0.0,0.022645423580426316,0.3789287718622126,-0.028683879641340587,30178.85,1065.4217332277813
2021-02-09,1097.36669921875,1112.9666748046875,1074.199951171875,1086.9666748046875,16492,0.0,0.0,-0.009477255343602664,0.38111157617791125,-0.028683879641340587,29166.7,1065.6361107559096
2021-02-10,1080.0,1104.433349609375,1066.6666259765625,1077.933349609375,16698,0.0,0.0,-0.008310581552038565,0.3735066280303195,-0.028683879641340587,29325.8,1065.7584713415163
2021-02-11,1073.3333740234375,1103.300048828125,1068.699951171875,1095.066650390625,19483,0.0,0.0,0.015894582710015204,0.3736527267660163,-0.028683879641340587,29749.85,1066.0500950136466
2021-02-12,1085.13330078125,1101.800048828125,1073.36669921875,1077.800048828125,13495,0.0,0.0,-0.015767626158956438,0.3781739866797878,-0.028683879641340587,29566.55,1066.1670099769747
2021-02-15,1093.3333740234375,1110.6666259765625,1075.36669921875,1106.9666748046875,19266,0.0,0.0,0.027061258726305493,0.388553515294077,-0.028683879641340587,29887.05,1066.5729767911807
