date,open,high,low,close,volume,dividend,daily_return,rolling_volatility_ann,var_95_threshold,avg_volume_20d,ema_200
2025-01-30,340.75,347.20001220703125,334.1000061035156,335.04998779296875,64326,0.0,-0.006965044890417604,0.5008263760360863,-0.042372842119842,64927.15,416.76465784552
2025-01-31,336.70001220703125,348.20001220703125,331.29998779296875,334.95001220703125,85910,0.0,-0.0002983900599312639,0.49947032997921137,-0.042372842119842,67126.85,415.95058176951517
2025-02-01,338.25,343.79998779296875,333.29998779296875,338.1000061035156,55076,0.0,0.00940437014982809,0.5030326421363552,-0.042372842119842,64382.65,415.1759491758237
2025-02-03,333.95001220703125,337.6000061035156,327.1000061035156,328.8500061035156,29910,0.0,-0.02735876910090307,0.4605190125462227,-0.042372842119842,62411.2,414.31698456813905
2025-02-04,332.0,338.3999938964844,327.5,329.54998779296875,91720,0.0,0.0021285743544514624,0.4294028213536182,-0.042372842119842,64045.15,413.47353186390853
2025-02-05,331.1000061035156,339.8999938964844,331.1000061035156,336.75,41535,0.0,0.021848012361494806,0.43922921633919426,-0.042372842119842,61084.95,412.710113636407
2025-02-06,338.45001220703125,347.0,333.79998779296875,344.8999938964844,48454,0.0,0.024201912090525246,0.4355098061894656,-0.042372842119842,60046.85,412.0353860768058
2025-02-07,340.0,345.20001220703125,331.20001220703125,334.8500061035156,51977,0.0,-0.029138845957721538,0.42054352829668656,-0.042372842119842,58567.85,411.26737234572835
2025-02-10,334.8500061035156,340.45001220703125,318.8500061035156,319.6000061035156,92845,0.0,-0.0455427795192741,0.4055811194191788,-0.042372842119842,60233.0,410.35525924879096
2025-02-11,321.0,321.04998779296875,305.0,307.95001220703125,63813,0.0,-0.03645179497496953,0.38803522512369903,-0.042372842119842,59377.6,409.33630156678345
2025-02-12,308.0,319.8500061035156,295.29998779296875,313.54998779296875,71005,0.0,0.018184690254769986,0.39363124423300694,-0.042372842119842,61697.0,408.38320391729275
2025-02-13,316.6499938964844,325.04998779296875,311.79998779296875,314.29998779296875,61340,0.0,0.0023919630974287287,0.3832876226740325,-0.042372842119842,63313.5,407.4470525130706
2025-02-14,317.0,318.45001220703125,271.0,276.0,513873,0.0,-0.12185806325324189,0.544663911881631,-0.042372842119842,87632.7,406.13912164229384
2025-02-17,274.0,275.04998779296875,260.29998779296875,262.1000061035156,179019,0.0,-0.0503622967263927,0.5513721169630977,-0.042372842119842,94659.7,404.7058966120573
2025-02-18,259.04998779296875,264.6000061035156,242.3500061035156,244.6999969482422,201862,0.0,-0.06638690862296792,0.57561149259722,-0.042372842119842,102292.55,403.1137981079398
2025-02-19,245.0500030517578,256.8500061035156,244.8000030517578,254.25,105599,0.0,0.03902739342402928,0.6089036835178558,-0.042372842119842,104248.1,401.63256628597026
2025-02-20,251.0,256.8999938964844,249.0,253.75,93082,0.0,-0.001966568338249708,0.6082663169529033,-0.042372842119842,105011.7,400.1610979647168
2025-02-21,254.6999969482422,264.75,249.0,252.5500030517578,137979,0.0,-0.0047290520127770685,0.5971330203621773,-0.042372842119842,107825.05,398.6923308511551
2025-02-24,252.0,256.1000061035156,244.5,245.75,62062,0.0,-0.026925373073007686,0.5965507396592856,-0.042372842119842,106090.65,397.17051661383016
