date,open,high,low,close,volume,daily_return,rolling_volatility_ann,var_95_threshold
2025-01-30,1890.75,1924.75,1881.25,1899.800048828125,13177,-0.010288869525468924,0.4805268641592166,-0.03673494719771363
2025-01-31,1909.300048828125,1982.8499755859375,1869.0,1955.4000244140625,19631,0.02926622494837483,0.47609654258488027,-0.03673494719771363
2025-02-01,1965.0999755859375,2009.9000244140625,1948.949951171875,1986.8499755859375,7233,0.01608364057441336,0.4812562437147158,-0.03673494719771363
2025-02-03,1986.8499755859375,2044.0,1943.0,1986.050048828125,69127,-0.00040261054817514186,0.4789834238348803,-0.03673494719771363
2025-02-04,1980.050048828125,2008.949951171875,1902.3499755859375,1926.050048828125,75061,-0.03021071902765149,0.48462426576251216,-0.03673494719771363
2025-02-05,1930.0,1956.0,1897.75,1907.449951171875,35811,-0.009657120627559412,0.48410787952375933,-0.03673494719771363
2025-02-06,1926.449951171875,1975.550048828125,1910.699951171875,1967.8499755859375,11573,0.03166532593788607,0.5017451106213552,-0.03673494719771363
2025-02-07,1985.0,1985.0,1898.0,1911.8499755859375,15714,-0.028457453919131015,0.4878495800439193,-0.03673494719771363
2025-02-10,1892.25,1892.25,1722.0,1751.3499755859375,37218,-0.08395010175984674,0.5162513292712706,-0.03673494719771363
2025-02-11,1780.0,1780.0,1701.0,1742.050048828125,20748,-0.005310147536160548,0.5028852050177297,-0.03673494719771363
2025-02-12,1742.050048828125,1820.0,1695.0,1790.5,20882,0.027812031694765205,0.5130106756987031,-0.03673494719771363
2025-02-13,1817.3499755859375,1821.0,1761.0,1795.25,11008,0.002652890254118967,0.5130474003146304,-0.03673494719771363
2025-02-14,1822.199951171875,1822.199951171875,1592.050048828125,1615.25,61183,-0.10026458710486008,0.5938700185558108,-0.03673494719771363
2025-02-17,1639.5,1743.199951171875,1576.3499755859375,1723.699951171875,45943,0.06714127916537693,0.6547217681617129,-0.03673494719771363
2025-02-18,1697.8499755859375,1698.0,1598.0999755859375,1611.550048828125,28668,-0.06506347132370904,0.683035144867724,-0.03673494719771363
2025-02-19,1615.0,1711.550048828125,1602.050048828125,1667.6500244140625,39196,0.03481119039817093,0.6989250763307588,-0.03673494719771363
2025-02-20,1670.0,1724.75,1645.050048828125,1654.300048828125,36538,-0.008005262129641477,0.6954558533526091,-0.03673494719771363
2025-02-21,1654.300048828125,1718.0,1627.800048828125,1667.8499755859375,24013,0.008190731039034338,0.695259092570781,-0.03673494719771363
2025-02-24,1662.0,1695.949951171875,1615.6500244140625,1687.5,25979,0.01178164984962704,0.6971190179349287,-0.03673494719771363
2025-02-25,1700.0,1706.25,1614.199951171875,1621.449951171875,29584,-0.039140769675925946,0.6881349332172408,-0.03673494719771363
2025-02-27,1629.4000244140625,1636.4000244140625,1582.300048828125,1600.6500244140625,15937,-0.012827979514742127,0.6407592860540801,-0.03673494719771363
2025-02-28,1599.0,1610.949951171875,1556.050048828125,1576.4000244140625,21339,-0.015150095042716805,0.6412166186630781,-0.03673494719771363
2025-03-03,1576.4000244140625,1598.949951171875,1464.25,1504.75,45310,-0.04545167679802231,0.6386633342852316,-0.03673494719771363
2025-03-04,1495.0,1640.199951171875,1478.449951171875,1571.9000244140625,40214,0.04462536927334271,0.6615006943889298,-0.03673494719771363
2025-03-05,1585.0,1680.0,1584.199951171875,1668.0,26108,0.06113618811206489,0.7059006479085095,-0.03673494719771363
2025-03-06,1653.5,1772.4000244140625,1652.800048828125,1746.5999755859375,27636,0.04712228752154535,0.7248771068596273,-0.03673494719771363
2025-03-07,1745.0,1756.449951171875,1692.050048828125,1720.6500244140625,39706,-0.014857409558344581,0.7256448781429513,-0.03673494719771363
2025-03-10,1746.449951171875,1754.8499755859375,1655.0,1666.0,19980,-0.03176126675305313,0.719734143276928,-0.03673494719771363
2025-03-11,1666.0,1691.949951171875,1621.0,1638.0,28643,-0.01680672268907568,0.7164620074197013,-0.03673494719771363
2025-03-12,1650.0,1680.050048828125,1574.75,1625.8499755859375,24436,-0.007417597322382452,0.6587414707906984,-0.03673494719771363
2025-03-13,1650.0,1650.0,1585.0,1595.25,23000,-0.01882090970595829,0.6610734770909368,-0.03673494719771363
2025-03-17,1599.949951171875,1630.0,1585.0,1611.8499755859375,34773,0.01040587718911623,0.6534418405440012,-0.03673494719771363
2025-03-18,1611.8499755859375,1611.8499755859375,1611.8499755859375,1611.8499755859375,0,0.0,0.6531570627223136,-0.03673494719771363
2025-03-19,1649.9000244140625,1674.0,1613.0,1620.8499755859375,43134,0.005583646205490345,0.5523526936401586,-0.03673494719771363
2025-03-20,1635.0,1657.0,1609.0,1628.550048828125,35733,0.004750639083301866,0.4973954319038011,-0.03673494719771363
2025-03-21,1636.699951171875,1690.800048828125,1626.0,1632.5,45338,0.0024254404552794817,0.4418171430566736,-0.03673494719771363
2025-03-24,1675.0,1683.8499755859375,1649.4000244140625,1658.25,31807,0.015773353751914243,0.4281604041391551,-0.03673494719771363
2025-03-25,1660.0,1674.75,1617.0,1648.199951171875,24788,-0.006060635506181189,0.42775084584938167,-0.03673494719771363
2025-03-26,1720.949951171875,1806.199951171875,1609.449951171875,1619.0,257562,-0.017716267465676006,0.43102934846008706,-0.03673494719771363
2025-03-27,1649.0,1709.6500244140625,1609.449951171875,1696.8499755859375,83201,0.04808522272139437,0.461905049297029,-0.03673494719771363
